labeltype;WBE_Naam_Toek;labeljaar;provincie_toek;toegekend;verwezenlijkt;percentage_verwezelijkt;KboNummer_Toek
Bokken;4B;2020;Antwerpen;21;21;100;450516104
Bokken;4B;2021;Antwerpen;21;18;85.71428571428571;450516104
Bokken;4B;2022;Antwerpen;21;17;80.95238095238095;450516104
Bokken;Afwijking Jachtdecreet_10W TAC Vliegbasis Kleine-Brogel;2020;Limburg;2;0;0;300000025
Bokken;Afwijking Jachtdecreet_10W TAC Vliegbasis Kleine-Brogel;2022;Limburg;2;0;0;300000025
Bokken;Afwijking Jachtdecreet_Meise;2019;Vlaams-Brabant;6;6;100;300000095
Bokken;ANB_Belle Vue;2017;Limburg;2;2;100;300000005
Bokken;ANB_Engels Patrick;2014;Antwerpen;9;9;100;300000027
Bokken;ANB_Gewestbos Ravels;2010;Antwerpen;8;8;100;300000013
Bokken;ANB_Gewestbos Ravels;2011;Antwerpen;11;9;81.81818181818183;300000013
Bokken;ANB_Gewestbos Ravels;2012;Antwerpen;11;9;81.81818181818183;300000013
Bokken;ANB_Gewestbos Ravels;2013;Antwerpen;11;8;72.72727272727273;300000013
Bokken;ANB_Gewestbos Ravels;2014;Antwerpen;13;11;84.61538461538461;300000013
Bokken;ANB_Gewestbos Ravels;2014;Vlaams-Brabant;13;6;46.15384615384615;300000013
Bokken;ANB_Gewestbos Ravels;2015;Antwerpen;13;12;92.3076923076923;300000013
Bokken;ANB_Gewestbos Ravels;2016;Antwerpen;13;12;92.3076923076923;300000013
Bokken;ANB_Gewestbos Ravels;2017;Antwerpen;13;13;100;300000013
Bokken;ANB_Gewestbos Ravels;2018;Antwerpen;13;13;100;300000013
Bokken;ANB_Gewestbos Ravels;2019;Antwerpen;13;12;92.3076923076923;300000013
Bokken;ANB_Gewestbos Ravels;2020;Antwerpen;13;13;100;300000013
Bokken;ANB_Gewestbos Ravels;2021;Antwerpen;13;12;92.3076923076923;300000013
Bokken;ANB_Gewestbos Ravels;2022;Antwerpen;13;11;84.61538461538461;300000013
Bokken;ANB_Graafbos;2015;Antwerpen;2;1;50;300000010
Bokken;ANB_Graafbos;2017;Antwerpen;2;2;100;300000010
Bokken;ANB_Graafbos;2018;Antwerpen;2;1;50;300000010
Bokken;ANB_Graafbos;2019;Antwerpen;2;2;100;300000010
Bokken;ANB_Graafbos;2020;Antwerpen;2;2;100;300000010
Bokken;ANB_Graafbos;2021;Antwerpen;2;2;100;300000010
Bokken;ANB_Graafbos;2022;Antwerpen;2;2;100;300000010
Bokken;ANB_Hoge Vijvers;2010;Antwerpen;4;4;100;300000011
Bokken;ANB_Hoge Vijvers;2011;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2012;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2013;Antwerpen;7;5;71.42857142857143;300000011
Bokken;ANB_Hoge Vijvers;2014;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2015;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2016;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2017;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2018;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2019;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2020;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2021;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Hoge Vijvers;2022;Antwerpen;7;6;85.71428571428571;300000011
Bokken;ANB_Jongenbos;2017;Limburg;2;0;0;300000006
Bokken;ANB_Koninklijke Schenking;2015;Antwerpen;7;7;100;300000012
Bokken;ANB_Koninklijke Schenking;2017;Antwerpen;7;5;71.42857142857143;300000012
Bokken;ANB_Koninklijke Schenking;2018;Antwerpen;7;7;100;300000012
Bokken;ANB_Koninklijke Schenking;2019;Antwerpen;7;7;100;300000012
Bokken;ANB_Koninklijke Schenking;2020;Antwerpen;7;7;100;300000012
Bokken;ANB_Koninklijke Schenking;2021;Antwerpen;7;7;100;300000012
Bokken;ANB_Koninklijke Schenking;2022;Antwerpen;7;6;85.71428571428571;300000012
Bokken;ANB_Meerdaal;2018;Vlaams-Brabant;25;22;88;300000018
Bokken;ANB_Meerdaal;2019;Vlaams-Brabant;25;15;60;300000018
Bokken;ANB_Meerdaal;2020;Vlaams-Brabant;25;21;84;300000018
Bokken;ANB_Meerdaal;2021;Vlaams-Brabant;14;14;100;300000018
Bokken;ANB_Meerdaal;2022;Vlaams-Brabant;14;14;100;300000018
Bokken;ANB_NPHK;2014;Limburg;4;2;50;300000001
Bokken;ANB_NPHK;2015;Limburg;3;0;0;300000001
Bokken;ANB_NPHK;2020;Limburg;30;18;60;300000001
Bokken;ANB_NPHK;2021;Limburg;30;23;76.66666666666667;300000001
Bokken;ANB_NPHK;2022;Limburg;30;11;36.666666666666664;300000001
Bokken;Antwerpen-Zuid Rupelstreek;2015;Antwerpen;3;1;33.33333333333333;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2016;Antwerpen;3;2;66.66666666666666;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2017;Antwerpen;3;3;100;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2018;Antwerpen;3;3;100;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2019;Antwerpen;3;2;66.66666666666666;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2020;Antwerpen;3;0;0;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2021;Antwerpen;3;1;33.33333333333333;446637290
Bokken;Antwerpen-Zuid Rupelstreek;2022;Antwerpen;3;1;33.33333333333333;446637290
Bokken;Antwerpse Polders Noord;2003;Antwerpen;13;4;30.76923076923077;457613237
Bokken;Antwerpse Polders Noord;2004;Antwerpen;17;6;35.294117647058826;457613237
Bokken;Antwerpse Polders Noord;2005;Antwerpen;8;5;62.5;457613237
Bokken;Antwerpse Polders Noord;2006;Antwerpen;10;6;60;457613237
Bokken;Antwerpse Polders Noord;2007;Antwerpen;13;13;100;457613237
Bokken;Antwerpse Polders Noord;2008;Antwerpen;13;13;100;457613237
Bokken;Antwerpse Polders Noord;2009;Antwerpen;15;13;86.66666666666667;457613237
Bokken;Antwerpse Polders Noord;2010;Antwerpen;15;14;93.33333333333333;457613237
Bokken;Antwerpse Polders Noord;2011;Antwerpen;15;10;66.66666666666666;457613237
Bokken;Antwerpse Polders Noord;2012;Antwerpen;15;12;80;457613237
Bokken;Antwerpse Polders Noord;2013;Antwerpen;15;10;66.66666666666666;457613237
Bokken;Antwerpse Polders Noord;2014;Antwerpen;14;13;92.85714285714286;457613237
Bokken;Antwerpse Polders Noord;2015;Antwerpen;9;9;100;457613237
Bokken;Antwerpse Polders Noord;2016;Antwerpen;9;5;55.55555555555556;457613237
Bokken;Antwerpse Polders Noord;2017;Antwerpen;9;9;100;457613237
Bokken;Antwerpse Polders Noord;2018;Antwerpen;10;6;60;457613237
Bokken;Antwerpse Polders Noord;2019;Antwerpen;10;8;80;457613237
Bokken;Antwerpse Polders Noord;2020;Antwerpen;10;9;90;457613237
Bokken;Antwerpse Polders Noord;2021;Antwerpen;9;9;100;457613237
Bokken;Antwerpse Polders Noord;2022;Antwerpen;9;8;88.88888888888889;457613237
Bokken;Antwerpse Voorkempen;2008;Antwerpen;24;19;79.16666666666666;456339171
Bokken;Antwerpse Voorkempen;2009;Antwerpen;18;13;72.22222222222221;456339171
Bokken;Antwerpse Voorkempen;2010;Antwerpen;14;11;78.57142857142857;456339171
Bokken;Antwerpse Voorkempen;2011;Antwerpen;15;12;80;456339171
Bokken;Antwerpse Voorkempen;2012;Antwerpen;10;8;80;456339171
Bokken;Antwerpse Voorkempen;2013;Antwerpen;12;12;100;456339171
Bokken;Antwerpse Voorkempen;2014;Antwerpen;10;6;60;456339171
Bokken;Antwerpse Voorkempen;2015;Antwerpen;10;8;80;456339171
Bokken;Antwerpse Voorkempen;2016;Antwerpen;10;7;70;456339171
Bokken;Antwerpse Voorkempen;2017;Antwerpen;10;9;90;456339171
Bokken;Antwerpse Voorkempen;2018;Antwerpen;7;6;85.71428571428571;456339171
Bokken;Antwerpse Voorkempen;2019;Antwerpen;7;6;85.71428571428571;456339171
Bokken;Antwerpse Voorkempen;2020;Antwerpen;7;7;100;456339171
Bokken;Antwerpse Voorkempen;2021;Antwerpen;6;5;83.33333333333334;456339171
Bokken;Antwerpse Voorkempen;2022;Antwerpen;6;6;100;456339171
Bokken;Austerlitz;2020;Vlaams-Brabant;2;0;0;536538969
Bokken;Austerlitz;2021;Vlaams-Brabant;2;0;0;536538969
Bokken;Austerlitz;2022;Vlaams-Brabant;2;0;0;536538969
Bokken;Baggaart;2010;Oost-Vlaanderen;4;2;50;454685817
Bokken;Baggaart;2011;Oost-Vlaanderen;7;5;71.42857142857143;454685817
Bokken;Baggaart;2012;Oost-Vlaanderen;7;6;85.71428571428571;454685817
Bokken;Baggaart;2013;Oost-Vlaanderen;12;6;50;454685817
Bokken;Baggaart;2014;Oost-Vlaanderen;18;14;77.77777777777779;454685817
Bokken;Baggaart;2015;Oost-Vlaanderen;18;18;100;454685817
Bokken;Baggaart;2016;Oost-Vlaanderen;18;18;100;454685817
Bokken;Baggaart;2017;Oost-Vlaanderen;18;18;100;454685817
Bokken;Baggaart;2018;Oost-Vlaanderen;19;18;94.73684210526315;454685817
Bokken;Baggaart;2019;Oost-Vlaanderen;19;19;100;454685817
Bokken;Baggaart;2020;Oost-Vlaanderen;19;18;94.73684210526315;454685817
Bokken;Baggaart;2021;Oost-Vlaanderen;21;20;95.23809523809523;454685817
Bokken;Baggaart;2022;Oost-Vlaanderen;42;20;47.61904761904761;454685817
Bokken;Berg en Dal;2005;Antwerpen;4;2;50;452810351
Bokken;Berg en Dal;2006;Antwerpen;4;2;50;452810351
Bokken;Berg en Dal;2007;Antwerpen;4;2;50;452810351
Bokken;Berg en Dal;2008;Antwerpen;4;3;75;452810351
Bokken;Berg en Dal;2009;Antwerpen;6;5;83.33333333333334;452810351
Bokken;Berg en Dal;2010;Antwerpen;6;4;66.66666666666666;452810351
Bokken;Berg en Dal;2011;Antwerpen;5;4;80;452810351
Bokken;Berg en Dal;2012;Antwerpen;5;4;80;452810351
Bokken;Berg en Dal;2013;Antwerpen;6;5;83.33333333333334;452810351
Bokken;Berg en Dal;2014;Antwerpen;6;5;83.33333333333334;452810351
Bokken;Berg en Dal;2015;Antwerpen;7;6;85.71428571428571;452810351
Bokken;Berg en Dal;2016;Antwerpen;7;6;85.71428571428571;452810351
Bokken;Berg en Dal;2017;Antwerpen;7;7;100;452810351
Bokken;Berg en Dal;2018;Antwerpen;6;6;100;452810351
Bokken;Berg en Dal;2019;Antwerpen;6;5;83.33333333333334;452810351
Bokken;Berg en Dal;2020;Antwerpen;6;6;100;452810351
Bokken;Berg en Dal;2021;Antwerpen;7;7;100;452810351
Bokken;Berg en Dal;2022;Antwerpen;7;7;100;452810351
Bokken;Bertembos;2002;Vlaams-Brabant;7;4;57.14285714285714;457323326
Bokken;Bertembos;2003;Vlaams-Brabant;2;2;100;457323326
Bokken;Bertembos;2005;Vlaams-Brabant;5;5;100;457323326
Bokken;Bertembos;2006;Vlaams-Brabant;5;4;80;457323326
Bokken;Bertembos;2007;Vlaams-Brabant;5;4;80;457323326
Bokken;Bertembos;2008;Vlaams-Brabant;5;5;100;457323326
Bokken;Bertembos;2009;Vlaams-Brabant;4;4;100;457323326
Bokken;Bertembos;2010;Vlaams-Brabant;5;4;80;457323326
Bokken;Bertembos;2011;Vlaams-Brabant;5;3;60;457323326
Bokken;Bertembos;2012;Vlaams-Brabant;5;4;80;457323326
Bokken;Bertembos;2013;Vlaams-Brabant;5;5;100;457323326
Bokken;Bertembos;2014;Vlaams-Brabant;5;5;100;457323326
Bokken;Bertembos;2015;Vlaams-Brabant;4;4;100;457323326
Bokken;Bertembos;2016;Vlaams-Brabant;4;4;100;457323326
Bokken;Bertembos;2017;Vlaams-Brabant;4;4;100;457323326
Bokken;Bertembos;2018;Vlaams-Brabant;6;6;100;457323326
Bokken;Bertembos;2019;Vlaams-Brabant;6;5;83.33333333333334;457323326
Bokken;Bertembos;2020;Vlaams-Brabant;6;6;100;457323326
Bokken;Bertembos;2021;Vlaams-Brabant;6;6;100;457323326
Bokken;Bertembos;2022;Vlaams-Brabant;6;3;50;457323326
Bokken;Bestrijding_Bart Dekerver;2017;West-Vlaanderen;3;3;100;300000008
Bokken;Bestrijding_Menten Luc;2017;Limburg;2;0;0;300000009
Bokken;Bestrijding_Menten Luc;2018;Limburg;2;0;0;300000009
Bokken;Bestrijding_Van Hulle Carl Anna P;2018;Oost-Vlaanderen;3;0;0;300000022
Bokken;Bocholt;2002;Limburg;16;0;0;436787634
Bokken;Bocholt;2003;Limburg;28;19;67.85714285714286;436787634
Bokken;Bocholt;2004;Limburg;22;15;68.18181818181817;436787634
Bokken;Bocholt;2005;Limburg;31;29;93.54838709677419;436787634
Bokken;Bocholt;2006;Limburg;28;27;96.42857142857143;436787634
Bokken;Bocholt;2007;Limburg;33;25;75.75757575757575;436787634
Bokken;Bocholt;2008;Limburg;32;26;81.25;436787634
Bokken;Bocholt;2009;Limburg;35;28;80;436787634
Bokken;Bocholt;2010;Limburg;45;26;57.77777777777777;436787634
Bokken;Bocholt;2011;Limburg;37;23;62.16216216216216;436787634
Bokken;Bocholt;2012;Limburg;38;22;57.89473684210527;436787634
Bokken;Bocholt;2013;Limburg;39;24;61.53846153846154;436787634
Bokken;Bocholt;2014;Limburg;33;25;75.75757575757575;436787634
Bokken;Bocholt;2015;Limburg;34;30;88.23529411764706;436787634
Bokken;Bocholt;2016;Limburg;34;34;100;436787634
Bokken;Bocholt;2017;Limburg;34;33;97.05882352941177;436787634
Bokken;Bocholt;2018;Limburg;39;34;87.17948717948718;436787634
Bokken;Bocholt;2019;Limburg;39;38;97.43589743589743;436787634
Bokken;Bocholt;2020;Limburg;39;34;87.17948717948718;436787634
Bokken;Bocholt;2021;Limburg;42;41;97.61904761904762;436787634
Bokken;Bocholt;2022;Limburg;42;41;97.61904761904762;436787634
Bokken;Bos en Duin Kasterlee;2004;Antwerpen;17;10;58.82352941176471;454550017
Bokken;Bos en Duin Kasterlee;2005;Antwerpen;18;16;88.88888888888889;454550017
Bokken;Bos en Duin Kasterlee;2006;Antwerpen;19;14;73.68421052631578;454550017
Bokken;Bos en Duin Kasterlee;2007;Antwerpen;23;17;73.91304347826086;454550017
Bokken;Bos en Duin Kasterlee;2008;Antwerpen;20;16;80;454550017
Bokken;Bos en Duin Kasterlee;2009;Antwerpen;22;16;72.72727272727273;454550017
Bokken;Bos en Duin Kasterlee;2010;Antwerpen;25;15;60;454550017
Bokken;Bos en Duin Kasterlee;2011;Antwerpen;22;15;68.18181818181817;454550017
Bokken;Bos en Duin Kasterlee;2012;Antwerpen;23;18;78.26086956521739;454550017
Bokken;Bos en Duin Kasterlee;2013;Antwerpen;27;19;70.37037037037037;454550017
Bokken;Bos en Duin Kasterlee;2014;Antwerpen;23;23;100;454550017
Bokken;Bos en Duin Kasterlee;2015;Antwerpen;22;20;90.9090909090909;454550017
Bokken;Bos en Duin Kasterlee;2016;Antwerpen;22;21;95.45454545454545;454550017
Bokken;Bos en Duin Kasterlee;2017;Antwerpen;22;20;90.9090909090909;454550017
Bokken;Bos en Duin Kasterlee;2018;Antwerpen;24;21;87.5;454550017
Bokken;Bos en Duin Kasterlee;2019;Antwerpen;24;24;100;454550017
Bokken;Bos en Duin Kasterlee;2020;Antwerpen;24;22;91.66666666666666;454550017
Bokken;Bos en Duin Kasterlee;2021;Antwerpen;24;19;79.16666666666666;454550017
Bokken;Bos en Duin Kasterlee;2022;Antwerpen;24;21;87.5;454550017
Bokken;Bosbeekvallei;2002;Limburg;19;17;89.47368421052632;439537187
Bokken;Bosbeekvallei;2003;Limburg;19;16;84.21052631578947;439537187
Bokken;Bosbeekvallei;2004;Limburg;20;13;65;439537187
Bokken;Bosbeekvallei;2005;Limburg;20;17;85;439537187
Bokken;Bosbeekvallei;2006;Limburg;20;20;100;439537187
Bokken;Bosbeekvallei;2007;Limburg;20;18;90;439537187
Bokken;Bosbeekvallei;2008;Limburg;27;22;81.48148148148148;439537187
Bokken;Bosbeekvallei;2009;Limburg;27;21;77.77777777777779;439537187
Bokken;Bosbeekvallei;2010;Limburg;27;21;77.77777777777779;439537187
Bokken;Bosbeekvallei;2011;Limburg;27;24;88.88888888888889;439537187
Bokken;Bosbeekvallei;2012;Limburg;27;26;96.29629629629629;439537187
Bokken;Bosbeekvallei;2013;Limburg;27;15;55.55555555555556;439537187
Bokken;Bosbeekvallei;2014;Limburg;27;15;55.55555555555556;439537187
Bokken;Bosbeekvallei;2015;Limburg;24;12;50;439537187
Bokken;Bosbeekvallei;2016;Limburg;24;19;79.16666666666666;439537187
Bokken;Bosbeekvallei;2017;Limburg;24;0;0;439537187
Bokken;Bosbeekvallei;2018;Limburg;31;0;0;439537187
Bokken;Bosbeekvallei;2019;Limburg;31;31;100;439537187
Bokken;Bosbeekvallei;2020;Limburg;31;0;0;439537187
Bokken;Bosbeekvallei;2021;Limburg;35;0;0;439537187
Bokken;Bosbeekvallei;2022;Limburg;35;0;0;439537187
Bokken;Brechtse Heide;2002;Antwerpen;12;8;66.66666666666666;460341214
Bokken;Brechtse Heide;2003;Antwerpen;14;8;57.14285714285714;460341214
Bokken;Brechtse Heide;2004;Antwerpen;14;5;35.714285714285715;460341214
Bokken;Brechtse Heide;2005;Antwerpen;17;12;70.58823529411765;460341214
Bokken;Brechtse Heide;2006;Antwerpen;9;7;77.77777777777779;460341214
Bokken;Brechtse Heide;2007;Antwerpen;17;16;94.11764705882352;460341214
Bokken;Brechtse Heide;2008;Antwerpen;25;19;76;460341214
Bokken;Brechtse Heide;2009;Antwerpen;24;15;62.5;460341214
Bokken;Brechtse Heide;2010;Antwerpen;24;13;54.166666666666664;460341214
Bokken;Brechtse Heide;2011;Antwerpen;21;16;76.19047619047619;460341214
Bokken;Brechtse Heide;2012;Antwerpen;18;12;66.66666666666666;460341214
Bokken;Brechtse Heide;2013;Antwerpen;20;12;60;460341214
Bokken;Brechtse Heide;2014;Antwerpen;20;19;95;460341214
Bokken;Brechtse Heide;2015;Antwerpen;14;14;100;460341214
Bokken;Brechtse Heide;2016;Antwerpen;14;13;92.85714285714286;460341214
Bokken;Brechtse Heide;2017;Antwerpen;14;14;100;460341214
Bokken;Brechtse Heide;2018;Antwerpen;13;12;92.3076923076923;460341214
Bokken;Brechtse Heide;2019;Antwerpen;13;12;92.3076923076923;460341214
Bokken;Brechtse Heide;2020;Antwerpen;13;12;92.3076923076923;460341214
Bokken;Brechtse Heide;2021;Antwerpen;12;10;83.33333333333334;460341214
Bokken;Brechtse Heide;2022;Antwerpen;12;11;91.66666666666666;460341214
Bokken;Breeven;2002;Antwerpen;14;10;71.42857142857143;453353947
Bokken;Breeven;2003;Antwerpen;15;10;66.66666666666666;453353947
Bokken;Breeven;2004;Antwerpen;22;15;68.18181818181817;453353947
Bokken;Breeven;2005;Antwerpen;20;14;70;453353947
Bokken;Breeven;2006;Antwerpen;20;15;75;453353947
Bokken;Breeven;2007;Antwerpen;19;13;68.42105263157895;453353947
Bokken;Breeven;2008;Antwerpen;22;13;59.09090909090909;453353947
Bokken;Breeven;2009;Antwerpen;24;4;16.666666666666664;453353947
Bokken;Breeven;2010;Antwerpen;25;19;76;453353947
Bokken;Breeven;2011;Antwerpen;19;16;84.21052631578947;453353947
Bokken;Breeven;2012;Antwerpen;23;18;78.26086956521739;453353947
Bokken;Breeven;2013;Antwerpen;21;15;71.42857142857143;453353947
Bokken;Breeven;2014;Antwerpen;19;15;78.94736842105263;453353947
Bokken;Breeven;2015;Antwerpen;22;14;63.63636363636363;453353947
Bokken;Breeven;2016;Antwerpen;22;16;72.72727272727273;453353947
Bokken;Breeven;2017;Antwerpen;22;15;68.18181818181817;453353947
Bokken;Breeven;2018;Antwerpen;18;16;88.88888888888889;453353947
Bokken;Breeven;2019;Antwerpen;18;17;94.44444444444444;453353947
Bokken;Breeven;2020;Antwerpen;18;15;83.33333333333334;453353947
Bokken;Breeven;2021;Antwerpen;18;16;88.88888888888889;453353947
Bokken;Breeven;2022;Antwerpen;18;14;77.77777777777779;453353947
Bokken;Canteclaer;2013;Oost-Vlaanderen;2;0;0;865106475
Bokken;Canteclaer;2019;Oost-Vlaanderen;2;2;100;865106475
Bokken;Canteclaer;2020;Oost-Vlaanderen;3;3;100;865106475
Bokken;Canteclaer;2021;Oost-Vlaanderen;8;7;87.5;865106475
Bokken;Canteclaer;2022;Oost-Vlaanderen;7;4;57.14285714285714;865106475
Bokken;Capreolus;2002;Limburg;27;0;0;412958494
Bokken;Capreolus;2003;Limburg;38;22;57.89473684210527;412958494
Bokken;Capreolus;2004;Limburg;33;19;57.57575757575758;412958494
Bokken;Capreolus;2005;Limburg;27;20;74.07407407407408;412958494
Bokken;Capreolus;2006;Limburg;25;17;68;412958494
Bokken;Capreolus;2007;Limburg;24;16;66.66666666666666;412958494
Bokken;Capreolus;2008;Limburg;42;32;76.19047619047619;412958494
Bokken;Capreolus;2009;Limburg;27;19;70.37037037037037;412958494
Bokken;Capreolus;2010;Limburg;22;13;59.09090909090909;412958494
Bokken;Capreolus;2011;Limburg;25;17;68;412958494
Bokken;Capreolus;2012;Limburg;17;13;76.47058823529412;412958494
Bokken;Capreolus;2013;Limburg;16;14;87.5;412958494
Bokken;Capreolus;2014;Limburg;32;10;31.25;412958494
Bokken;Capreolus;2015;Limburg;35;15;42.857142857142854;412958494
Bokken;Capreolus;2016;Limburg;35;29;82.85714285714286;412958494
Bokken;Capreolus;2017;Limburg;35;31;88.57142857142857;412958494
Bokken;Capreolus;2018;Limburg;38;32;84.21052631578947;412958494
Bokken;Capreolus;2019;Limburg;38;31;81.57894736842105;412958494
Bokken;Capreolus;2020;Limburg;38;32;84.21052631578947;412958494
Bokken;Capreolus;2021;Limburg;30;28;93.33333333333333;412958494
Bokken;Capreolus;2022;Limburg;30;27;90;412958494
Bokken;Couthof;2013;West-Vlaanderen;4;4;100;NA
Bokken;d'Oude Schelde;2002;Antwerpen;3;3;100;475113027
Bokken;d'Oude Schelde;2003;Antwerpen;8;8;100;475113027
Bokken;d'Oude Schelde;2004;Antwerpen;6;6;100;475113027
Bokken;d'Oude Schelde;2005;Antwerpen;12;12;100;475113027
Bokken;d'Oude Schelde;2006;Antwerpen;26;26;100;475113027
Bokken;d'Oude Schelde;2007;Antwerpen;35;30;85.71428571428571;475113027
Bokken;d'Oude Schelde;2008;Antwerpen;33;28;84.84848484848484;475113027
Bokken;d'Oude Schelde;2009;Antwerpen;34;34;100;475113027
Bokken;d'Oude Schelde;2010;Antwerpen;42;31;73.80952380952381;475113027
Bokken;d'Oude Schelde;2011;Antwerpen;40;28;70;475113027
Bokken;d'Oude Schelde;2012;Antwerpen;38;22;57.89473684210527;475113027
Bokken;d'Oude Schelde;2013;Antwerpen;38;28;73.68421052631578;475113027
Bokken;d'Oude Schelde;2014;Antwerpen;33;29;87.87878787878788;475113027
Bokken;d'Oude Schelde;2015;Antwerpen;48;33;68.75;475113027
Bokken;d'Oude Schelde;2016;Antwerpen;48;31;64.58333333333334;475113027
Bokken;d'Oude Schelde;2017;Antwerpen;48;41;85.41666666666666;475113027
Bokken;Damme Oostkust;2017;West-Vlaanderen;1;0;0;474369986
Bokken;Damme Oostkust;2018;West-Vlaanderen;2;1;50;474369986
Bokken;Damme Oostkust;2019;West-Vlaanderen;2;1;50;474369986
Bokken;Damme Oostkust;2020;West-Vlaanderen;2;1;50;474369986
Bokken;Damme Oostkust;2021;West-Vlaanderen;3;0;0;474369986
Bokken;Damme Oostkust;2022;West-Vlaanderen;3;1;33.33333333333333;474369986
Bokken;De Aa-Ravels;2014;Antwerpen;25;21;84;452108387
Bokken;De Aa-Ravels;2015;Antwerpen;32;23;71.875;452108387
Bokken;De Aa-Ravels;2016;Antwerpen;32;31;96.875;452108387
Bokken;De Aa-Ravels;2017;Antwerpen;32;32;100;452108387
Bokken;De Aa-Ravels;2018;Antwerpen;35;32;91.42857142857143;452108387
Bokken;De Aa-Ravels;2019;Antwerpen;35;31;88.57142857142857;452108387
Bokken;De Aa-Ravels;2020;Antwerpen;35;33;94.28571428571428;452108387
Bokken;De Aa-Ravels;2021;Antwerpen;35;33;94.28571428571428;452108387
Bokken;De Aa-Ravels;2022;Antwerpen;35;33;94.28571428571428;452108387
Bokken;De Barebeek;2002;Vlaams-Brabant;6;5;83.33333333333334;457285318
Bokken;De Barebeek;2003;Vlaams-Brabant;9;5;55.55555555555556;457285318
Bokken;De Barebeek;2004;Vlaams-Brabant;9;7;77.77777777777779;457285318
Bokken;De Barebeek;2005;Vlaams-Brabant;15;12;80;457285318
Bokken;De Barebeek;2006;Vlaams-Brabant;16;7;43.75;457285318
Bokken;De Barebeek;2007;Vlaams-Brabant;10;9;90;457285318
Bokken;De Barebeek;2008;Vlaams-Brabant;6;6;100;457285318
Bokken;De Barebeek;2009;Vlaams-Brabant;17;16;94.11764705882352;457285318
Bokken;De Barebeek;2010;Vlaams-Brabant;14;13;92.85714285714286;457285318
Bokken;De Barebeek;2011;Vlaams-Brabant;17;15;88.23529411764706;457285318
Bokken;De Barebeek;2012;Vlaams-Brabant;13;10;76.92307692307693;457285318
Bokken;De Barebeek;2013;Vlaams-Brabant;12;12;100;457285318
