OBJECTID;ID;FEATTYP;ORDER01;ORDER02;ORDER07;ORDER08;NAME;POPCLASS;POP;SHAPE_Leng;SHAPE_Area
123;10560032003400,00000000000;1119;VG;7;73;73040;Kortessem;6;7943,00000000000;31269,82734910000;34189787,29440000000
124;10560032003400,00000000000;1119;VG;7;71;71034;Leopoldsburg;5;13748,00000000000;21247,51515000000;22454177,29630000000
125;10560032003400,00000000000;1119;VG;7;71;71037;Lummen;5;13499,00000000000;44025,37203650000;53743225,35170000000
126;10560032003500,00000000000;1119;VG;7;73;73107;Maasmechelen;5;35404,00000000000;55368,10676880000;76965368,88770000000
127;10560032003500,00000000000;1119;VG;7;72;72025;Neerpelt;5;15221,00000000000;37073,10731300000;42947580,28010000000
128;10560032003500,00000000000;1119;VG;7;71;71047;Opglabbeek;6;9040,00000000000;22816,36280030000;25147605,11370000000
129;10560032003500,00000000000;1119;VG;7;72;72030;Peer;5;15081,00000000000;45514,43846140000;87428269,23650000000
130;10560032003500,00000000000;1119;VG;7;71;71053;Sint-Truiden;5;37292,00000000000;65611,52981560000;107235911,51900000000
131;10560032003500,00000000000;1119;VG;7;73;73083;Tongeren;5;29899,00000000000;54538,02296440000;87546103,44260000000
132;10560032003600,00000000000;1119;VG;7;73;73098;Wellen;6;6630,00000000000;24909,08529670000;26860194,00050000000
133;10560032003600,00000000000;1119;VG;7;71;71067;Zutendaal;6;6545,00000000000;26625,06179290000;32013208,15170000000
134;10560032003300,00000000000;1119;VG;4;41;41002;Aalst;4;76255,00000000000;56169,43559150000;78609961,65630000000
135;10560032003300,00000000000;1119;VG;4;43;43002;Assenede;5;13548,00000000000;52186,48100560000;87476323,86260000000
136;10560032003300,00000000000;1119;VG;4;46;46003;Beveren;5;45122,00000000000;62211,52482330000;153336087,22500000000
137;10560032003300,00000000000;1119;VG;4;42;42004;Buggenhout;5;13634,00000000000;26371,13587790000;25652066,60860000000
138;10560032003300,00000000000;1119;VG;4;41;41011;Denderleeuw;5;16965,00000000000;20238,81039210000;13940852,05610000000
139;10560032003300,00000000000;1119;VG;4;44;44012;De Pinte;5;10187,00000000000;21991,59848020000;17820901,68430000000
140;10560032003300,00000000000;1119;VG;4;43;43005;Eeklo;5;19096,00000000000;25803,23894840000;30432722,59250000000
141;10560032003300,00000000000;1119;VG;4;44;44019;Evergem;5;30548,00000000000;48166,55442870000;75116312,79470000000
142;10560032003300,00000000000;1119;VG;4;44;44021;Gent;3;226436,00000000000;96992,99729300000;157838316,10300000000
143;10560032003400,00000000000;1119;VG;4;41;41024;Haaltert;5;17294,00000000000;31949,36442830000;30532355,09420000000
144;10560032003400,00000000000;1119;VG;4;41;41027;Herzele;5;16240,00000000000;43858,97222410000;47858940,95160000000
145;10560032003400,00000000000;1119;VG;4;43;43007;Kaprijke;6;6187,00000000000;30831,82918570000;33597736,75120000000
146;10560032003400,00000000000;1119;VG;4;44;44029;Knesselare;6;7830,00000000000;31971,74718940000;37381481,72590000000
147;10560032003400,00000000000;1119;VG;4;45;45017;Kruishoutem;6;7853,00000000000;37941,56753320000;47371585,60360000000
148;10560032003400,00000000000;1119;VG;4;42;42011;Lebbeke;5;17320,00000000000;27804,19060730000;27439731,68400000000
149;10560032003400,00000000000;1119;VG;4;45;45063;Lierde;6;6199,00000000000;27842,66913730000;26406182,98320000000
150;10560032003400,00000000000;1119;VG;4;46;46014;Lokeren;5;36394,00000000000;39527,17105810000;68363984,43570000000
151;10560032003500,00000000000;1119;VG;4;45;45064;Maarkedal;6;6389,00000000000;43984,91677090000;46063727,22040000000
152;10560032003500,00000000000;1119;VG;4;44;44040;Melle;5;10254,00000000000;21796,55064390000;15275731,45900000000
153;10560032003500,00000000000;1119;VG;4;44;44045;Moerbeke;6;5765,00000000000;35480,04035000000;37765222,67370000000
154;10560032003500,00000000000;1119;VG;4;44;44049;Nevele;5;10989,00000000000;36982,22251470000;52068645,98050000000
155;10560032003500,00000000000;1119;VG;4;44;44052;Oosterzele;5;13153,00000000000;34871,39168750000;43468965,07430000000
156;10560032003500,00000000000;1119;VG;4;45;45041;Ronse;5;24038,00000000000;33360,62140930000;34712431,15330000000
157;10560032003500,00000000000;1119;VG;4;43;43014;Sint-Laureins;6;6555,00000000000;48334,63409430000;74549663,71110000000
158;10560032003500,00000000000;1119;VG;4;44;44064;Sint-Martens-Latem;6;8380,00000000000;20013,18191470000;14506600,07610000000
159;10560032003500,00000000000;1119;VG;4;46;46024;Stekene;5;16719,00000000000;34562,46382690000;45433761,03680000000
160;10560032003600,00000000000;1119;VG;4;44;44072;Waarschoot;6;8066,00000000000;23794,06605100000;22033870,24940000000
161;10560032003600,00000000000;1119;VG;4;44;44073;Wachtebeke;6;6857,00000000000;30717,64966100000;34677531,67450000000
162;10560032003600,00000000000;1119;VG;4;42;42026;Wichelen;5;10899,00000000000;32614,67779460000;23078264,45010000000
163;10560032003600,00000000000;1119;VG;4;42;42028;Zele;5;20446,00000000000;31883,14584930000;33235230,30130000000
164;10560032003600,00000000000;1119;VG;4;45;45057;Zingem;6;6545,00000000000;32381,65071340000;24303388,21040000000
165;10560032003600,00000000000;1119;VG;4;41;41081;Zottegem;5;24586,00000000000;45871,01165350000;57422801,29630000000
166;10560032003600,00000000000;1119;VG;4;45;45065;Zwalm;6;7670,00000000000;33391,89083800000;33853117,01710000000
167;10560032003300,00000000000;1119;VG;4;44;44001;Aalter;5;18342,00000000000;52001,24170410000;82223436,74080000000
168;10560032003300,00000000000;1119;VG;4;42;42003;Berlare;5;13718,00000000000;35085,62263460000;38352070,81100000000
169;10560032003300,00000000000;1119;VG;4;45;45059;Brakel;5;13659,00000000000;47715,88790240000;57106139,49560000000
170;10560032003300,00000000000;1119;VG;4;44;44011;Deinze;5;26857,00000000000;64801,69060560000;76027181,28330000000
171;10560032003300,00000000000;1119;VG;4;42;42006;Dendermonde;5;43003,00000000000;47593,22773260000;56336367,96460000000
172;10560032003300,00000000000;1119;VG;4;44;44013;Destelbergen;5;17231,00000000000;33097,43923100000;26785331,89490000000
173;10560032003300,00000000000;1119;VG;4;41;41082;Erpe-Mere;5;19200,00000000000;38640,50973730000;34346700,65150000000
174;10560032003300,00000000000;1119;VG;4;44;44020;Gavere;5;11617,00000000000;36439,28459260000;31716592,28200000000
175;10560032003300,00000000000;1119;VG;4;41;41018;Geraardsbergen;5;30681,00000000000;68677,53796650000;79889006,16020000000
176;10560032003400,00000000000;1119;VG;4;42;42008;Hamme;5;22717,00000000000;43152,34555210000;40739148,90940000000
177;10560032003400,00000000000;1119;VG;4;45;45062;Horebeke;6;1960,00000000000;21582,97205910000;11338602,92700000000
178;10560032003400,00000000000;1119;VG;4;45;45060;Kluisbergen;6;6045,00000000000;30228,53200230000;30632006,66790000000
179;10560032003400,00000000000;1119;VG;4;46;46013;Kruibeke;5;14314,00000000000;26839,74548620000;33439582,13230000000
180;10560032003400,00000000000;1119;VG;4;42;42010;Laarne;5;11573,00000000000;29988,14102600000;32624119,11030000000
181;10560032003400,00000000000;1119;VG;4;41;41034;Lede;5;16914,00000000000;35755,39684510000;29872750,81680000000
182;10560032003400,00000000000;1119;VG;4;44;44034;Lochristi;5;18853,00000000000;41221,16588920000;60623724,34920000000
183;10560032003400,00000000000;1119;VG;4;44;44036;Lovendegem;6;9241,00000000000;23644,33281090000;19493263,11240000000
184;10560032003500,00000000000;1119;VG;4;43;43010;Maldegem;5;21962,00000000000;52642,63452100000;95643156,27990000000
185;10560032003500,00000000000;1119;VG;4;44;44043;Merelbeke;5;21627,00000000000;34679,13425180000;37042708,06940000000
186;10560032003500,00000000000;1119;VG;4;44;44048;Nazareth;5;10722,00000000000;33305,10354370000;35380756,17910000000
187;10560032003500,00000000000;1119;VG;4;41;41048;Ninove;5;34391,00000000000;48691,29427600000;73304153,12550000000
188;10560032003500,00000000000;1119;VG;4;45;45035;Oudenaarde;5;27456,00000000000;55916,55342270000;68804773,48620000000
189;10560032003500,00000000000;1119;VG;4;46;46020;Sint-Gillis-Waas;5;16974,00000000000;40218,86026760000;55622758,36660000000
190;10560032003500,00000000000;1119;VG;4;41;41063;Sint-Lievens-Houtem;6;9119,00000000000;29994,13341100000;27041792,80310000000
191;10560032003500,00000000000;1119;VG;4;46;46021;Sint-Niklaas;4;68125,00000000000;53279,10378430000;84151919,83300000000
192;10560032003500,00000000000;1119;VG;4;46;46025;Temse;5;25109,00000000000;36133,87046010000;40057023,93580000000
193;10560032003600,00000000000;1119;VG;4;42;42023;Waasmunster;5;10145,00000000000;37774,74238140000;32120326,24430000000
194;10560032003600,00000000000;1119;VG;4;42;42025;Wetteren;5;22738,00000000000;35058,46547440000;36984993,99470000000
195;10560032003600,00000000000;1119;VG;4;45;45061;Wortegem-Petegem;6;5976,00000000000;40124,21345440000;42529318,92720000000
196;10560032003600,00000000000;1119;VG;4;43;43018;Zelzate;5;12235,00000000000;20878,23943060000;13912873,18550000000
197;10560032003600,00000000000;1119;VG;4;44;44080;Zomergem;6;8223,00000000000;32123,30522530000;39248301,42060000000
198;10560032003600,00000000000;1119;VG;4;44;44081;Zulte;5;14310,00000000000;37962,96984380000;32690398,87160000000
199;10560032003300,00000000000;1119;VG;20;24;24001;Aarschot;5;27450,00000000000;53435,81538410000;62858582,67250000000
200;10560032003300,00000000000;1119;VG;20;23;23002;Asse;5;27512,00000000000;43082,29603330000;50260669,46610000000
201;10560032003300,00000000000;1119;VG;20;24;24007;Begijnendijk;6;9014,00000000000;25563,05554250000;17680292,20750000000
202;10560032003300,00000000000;1119;VG;20;24;24009;Bertem;6;8811,00000000000;34136,00356420000;29826830,16830000000
203;10560032003300,00000000000;1119;VG;20;24;24011;Bierbeek;6;8769,00000000000;46723,97677020000;38923042,02170000000
204;10560032003300,00000000000;1119;VG;20;24;24016;Boutersem;6;7081,00000000000;39209,65736060000;31624318,77260000000
205;10560032003300,00000000000;1119;VG;20;23;23016;Dilbeek;5;37524,00000000000;39338,95073770000;41489207,66730000000
206;10560032003300,00000000000;1119;VG;20;23;23023;Galmaarden;6;7640,00000000000;33462,16449470000;35206037,71210000000
207;10560032003400,00000000000;1119;VG;20;24;24137;Glabbeek;6;4993,00000000000;29596,52409860000;27072423,07300000000
208;10560032003400,00000000000;1119;VG;20;23;23025;Grimbergen;5;32631,00000000000;33826,93396410000;38554490,35180000000
209;10560032003400,00000000000;1119;VG;20;23;23027;Halle;5;33389,00000000000;43554,73992080000;45032003,45740000000
210;10560032003400,00000000000;1119;VG;20;23;23032;Herne;6;6417,00000000000;36332,64248750000;44656564,28340000000
211;10560032003400,00000000000;1119;VG;20;23;23033;Hoeilaart;6;9677,00000000000;25208,92633930000;20503262,17580000000
212;10560032003400,00000000000;1119;VG;20;24;24045;Huldenberg;6;8989,00000000000;41948,51251450000;40067546,13530000000
213;10560032003400,00000000000;1119;VG;20;23;23039;Kapelle-op-den-Bos;6;8882,00000000000;27058,05230030000;15362079,37440000000
214;10560032003400,00000000000;1119;VG;20;24;24054;Kortenaken;6;7503,00000000000;42147,42109150000;49907186,86440000000
215;10560032003400,00000000000;1119;VG;20;23;23099;Kraainem;5;12925,00000000000;16587,58306110000;5929304,12810000000
216;10560032003400,00000000000;1119;VG;20;23;23104;Lennik;6;8508,00000000000;30558,39839910000;31210445,05280000000
217;10560032003400,00000000000;1119;VG;20;23;23044;Liedekerke;5;11726,00000000000;17548,56807500000;10098231,70730000000
218;10560032003400,00000000000;1119;VG;20;24;24133;Linter;6;6713,00000000000;38382,07079250000;36985895,73150000000
219;10560032003400,00000000000;1119;VG;20;24;24066;Lubbeek;5;13484,00000000000;44742,13519630000;44899579,67270000000
220;10560032003500,00000000000;1119;VG;20;23;23050;Meise;5;18006,00000000000;30029,21144220000;35110304,43300000000
221;10560032003500,00000000000;1119;VG;20;23;23060;Opwijk;5;11727,00000000000;26122,59300050000;19944048,64230000000
222;10560032003500,00000000000;1119;VG;20;23;23062;Overijse;5;23790,00000000000;49437,15402350000;45181653,83180000000
223;10560032003500,00000000000;1119;VG;20;23;23097;Roosdaal;5;10499,00000000000;29970,99831890000;21905874,51400000000
224;10560032003500,00000000000;1119;VG;20;24;24134;Scherpenheuvel-Zichem;5;21711,00000000000;43847,28277350000;51265716,93950000000
225;10560032003500,00000000000;1119;VG;20;23;23077;Sint-Pieters-Leeuw;5;29786,00000000000;45500,85903450000;40636505,98000000000
226;10560032003500,00000000000;1119;VG;20;23;23086;Ternat;5;14326,00000000000;23935,13892440000;24733595,82680000000
227;10560032003500,00000000000;1119;VG;20;24;24135;Tielt-Winge;6;9843,00000000000;35946,54046080000;44622302,07830000000
228;10560032003500,00000000000;1119;VG;20;24;24109;Tremelo;5;13051,00000000000;26425,54558120000;21912144,19710000000
229;10560032003600,00000000000;1119;VG;20;23;23102;Wemmel;5;13760,00000000000;14719,75278860000;8776604,48455000000
230;10560032003600,00000000000;1119;VG;20;23;23094;Zaventem;5;26822,00000000000;33237,05796510000;27764942,60540000000
