"afschotjaar","gemeente_afschot_locatie","UTM5","aantal","wildsoort","dataSource"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",3,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",4,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",4,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS12B",9,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS12C",1,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13C",1,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS13C",4,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13C",10,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13C",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13C",2,"Wild zwijn","waarnemingen.be"
2016,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2016,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13D",2,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13D",9,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2018,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",2,"Wild zwijn","waarnemingen.be"
2019,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS13D",2,"Wild zwijn","waarnemingen.be"
2020,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Huldenberg","FS13D",1,"Wild zwijn","waarnemingen.be"
2016,"Laarne","ES55D",1,"Wild zwijn","waarnemingen.be"
2020,"Tongeren","FS72B",1,"Wild zwijn","waarnemingen.be"
2020,"Tongeren","FS73D",1,"Wild zwijn","waarnemingen.be"
2013,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2017,"Oud-Heverlee","FS12B",3,"Wild zwijn","waarnemingen.be"
2017,"Oud-Heverlee","FS12B",16,"Wild zwijn","waarnemingen.be"
2017,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",13,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",11,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",11,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",3,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",15,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",15,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",10,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",4,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",6,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",12,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",2,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",4,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS12B",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS12B",20,"Wild zwijn","waarnemingen.be"
2016,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2017,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2017,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2018,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS13D",2,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS13D",2,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS13D",3,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS13D",5,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS13D",5,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",4,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",2,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",5,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",7,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",15,"Wild zwijn","waarnemingen.be"
2021,"Oud-Heverlee","FS13D",2,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",3,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",1,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",2,"Wild zwijn","waarnemingen.be"
2022,"Oud-Heverlee","FS13D",3,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS23C",12,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS23C",1,"Wild zwijn","waarnemingen.be"
2019,"Oud-Heverlee","FS23C",1,"Wild zwijn","waarnemingen.be"
2020,"Oud-Heverlee","FS23C",1,"Wild zwijn","waarnemingen.be"
2019,"Bonheiden","FS15C",1,"Wild zwijn","waarnemingen.be"
2013,"Ichtegem","ES06C",1,"Wild zwijn","waarnemingen.be"
2016,"Wachtebeke","ES67C",1,"Wild zwijn","waarnemingen.be"
2016,"Wachtebeke","ES67C",1,"Wild zwijn","waarnemingen.be"
2016,"Wachtebeke","ES67C",1,"Wild zwijn","waarnemingen.be"
2010,"Menen","ES12A",1,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS83A",1,"Wild zwijn","waarnemingen.be"
2017,"Lanaken","FS83A",1,"Wild zwijn","waarnemingen.be"
2022,"Lanaken","FS83A",1,"Wild zwijn","waarnemingen.be"
2012,"Lanaken","FS84A",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84A",1,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS84A",2,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS84A",17,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84A",9,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84A",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84A",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84A",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84A",5,"Wild zwijn","waarnemingen.be"
2010,"Lanaken","FS84B",4,"Wild zwijn","waarnemingen.be"
2011,"Lanaken","FS84B",12,"Wild zwijn","waarnemingen.be"
2012,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2013,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2013,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2013,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2013,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2017,"Lanaken","FS84B",2,"Wild zwijn","waarnemingen.be"
2017,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",7,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84B",2,"Wild zwijn","waarnemingen.be"
2014,"Lanaken","FS84C",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84C",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84C",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84C",8,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84C",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84C",5,"Wild zwijn","waarnemingen.be"
2022,"Lanaken","FS84C",1,"Wild zwijn","waarnemingen.be"
2011,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2017,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2018,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",5,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",10,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",12,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",30,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",12,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2015,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",7,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",14,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",13,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",14,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",9,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",4,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",3,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",4,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",12,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",10,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",20,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",6,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",4,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2022,"Lanaken","FS84D",1,"Wild zwijn","waarnemingen.be"
2019,"Lanaken","FS84D",10,"Wild zwijn","waarnemingen.be"
2020,"Lanaken","FS84D",10,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS84D",2,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS94A",2,"Wild zwijn","waarnemingen.be"
2016,"Lanaken","FS94C",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS94C",1,"Wild zwijn","waarnemingen.be"
2021,"Lanaken","FS94C",1,"Wild zwijn","waarnemingen.be"
2022,"Lier","FS16A",1,"Wild zwijn","waarnemingen.be"
2021,"Lier","FS16C",1,"Wild zwijn","waarnemingen.be"
2019,"Zonnebeke","DS93D",1,"Wild zwijn","waarnemingen.be"
2014,"Lille","FS28C",1,"Wild zwijn","waarnemingen.be"
2010,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2011,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2011,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2011,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2011,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2012,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2019,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2020,"Merelbeke","ES54C",1,"Wild zwijn","waarnemingen.be"
2014,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2014,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2016,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2016,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2017,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2018,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2019,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2019,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2019,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2019,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2020,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
2021,"Hamont-Achel","FS78A",1,"Wild zwijn","waarnemingen.be"
