"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
31065;"Ree";3620;"Gellik";"Limburg";2012
31066;"Ree";2450;"Meerhout";"Antwerpen";2002
31067;"Ree";2280;"Grobbendonk";"Antwerpen";2007
31068;"Wild zwijn";3550;"HEUSDEN-ZOLDER";"Limburg";2019
31069;"Ree";3680;"0poeteren";"Limburg";2009
31070;"Ree";2370;"Arendonk";"Antwerpen";2012
31071;"Wild zwijn";3740;"BILZEN";"Limburg";2015
31072;"Ree";9160;"LOKEREN";"Oost-Vlaanderen";2015
31073;"Ree";3550;"Beringen";"Limburg";2003
31074;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2018
31075;"Ree";3790;"Diepenbeek";"Voeren";2003
31076;"Ree";2370;"Arendonk";"Antwerpen";2003
31077;"Ree";3201;"Aarschot";"Vlaams-Brabant";2002
31078;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2009
31079;"Ree";1540;"Herne";"Vlaams-Brabant";2012
31080;"Ree";3900;"Lommel";"Limburg";2013
31081;"Wild zwijn";3630;NA;"Limburg";2012
31082;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2015
31083;"Ree";3950;"Bochelt";"Limburg";2009
31084;"Wild zwijn";8210;NA;"West-Vlaanderen";2012
31085;"Wild zwijn";3900;"OVERPELT";"Limburg";2017
31086;"Ree";3201;"Aarschot";"Vlaams-Brabant";2006
31087;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2011
31088;"Wild zwijn";2400;"MOL";"Antwerpen";2017
31089;"Wild zwijn";3630;NA;"Limburg";2012
31090;"Wild zwijn";2400;NA;"Antwerpen";2013
31091;"Ree";3520;"ZONHOVEN";"Limburg";2017
31092;"Ree";2360;"OUD-TURNHOUT";"Antwerpen";2015
31093;"Ree";9300;"AALST";"Oost-Vlaanderen";2015
31094;"Ree";2380;"Bornem";"Antwerpen";2010
31095;"Wild zwijn";3790;"VOEREN";"Voeren";2016
31096;"Ree";NA;NA;"Limburg";2014
31097;"Ree";3640;"Gellik";"Limburg";2009
31098;"Ree";3650;"Bilzen";"Limburg";2005
31099;"Ree";1670;"Pepingen";"Vlaams-Brabant";2010
31100;"Ree";3920;"LOMMEL";"Limburg";2018
31101;"Ree";2490;"Balen";"Antwerpen";2002
31102;"Ree";3665;"As";"Limburg";2011
31103;"Ree";2250;"OLEN";"Antwerpen";2016
31104;"Ree";2310;"Rijkevorsel";"Antwerpen";2004
31105;"Ree";2275;"GIERLE";"Antwerpen";2005
31106;"Ree";2450;"MEERHOUT";"Antwerpen";2014
31107;"Ree";3980;"Maaseik";"Limburg";2013
31108;"Wild zwijn";2370;"ARENDONK";"Antwerpen";2017
31109;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2005
31110;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2015
31111;"Ree";3665;"AS";"Limburg";2014
31112;"Ree";2480;"Dessel";"Antwerpen";2009
31113;"Ree";2480;"Dessel";"Antwerpen";2010
31114;"Ree";3640;"Gellik";"Limburg";2009
31115;"Ree";3970;"Hoogbosch";"Limburg";2007
31116;"Ree";3201;"Aarschot";"Vlaams-Brabant";2011
31117;"Ree";2200;"HERENTALS";"Antwerpen";2014
31118;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31119;"Wild zwijn";2380;"RAVELS";"Antwerpen";2017
31120;"Ree";2440;"GEEL";"Antwerpen";2005
31121;"Ree";2240;"ZANDHOVEN";"Antwerpen";2014
31122;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2002
31123;"Ree";3640;"Gellik";"Limburg";2012
31124;"Ree";2400;"MOL";"Antwerpen";2015
31125;"Ree";2950;"Berlaar";"Antwerpen";2013
31126;"Ree";3920;"Lommel";"Limburg";2003
31127;"Ree";3790;"Diepenbeek";"Voeren";2006
31128;"Ree";3640;"Gellik";"Limburg";2006
31129;"Ree";2940;"Stabroek";"Antwerpen";2013
31130;"Ree";3580;"BERINGEN";"Limburg";2016
31131;"Ree";3050;"";"Vlaams-Brabant";2002
31132;"Ree";2370;"ARENDONK";"Antwerpen";2016
31133;"Ree";3290;"DIEST";"Vlaams-Brabant";2018
31134;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2017
31135;"Ree";3920;"Lommel";"Limburg";2009
31136;"Ree";3540;"HERK-DE-STAD";"Limburg";2017
31137;"Ree";2880;"Bornem";"Antwerpen";2012
31138;"Ree";9185;"Wachtebeke";"Oost-Vlaanderen";2013
31139;"Ree";9080;"LOCHRISTI";"Oost-Vlaanderen";2018
31140;"Ree";2440;"GEEL";"Antwerpen";2012
31141;"Ree";2400;"GEEL";"Antwerpen";2002
31142;"Ree";3910;"Bocholt";"Limburg";2010
31143;"Ree";3800;"Binderveld";"Limburg";2011
31144;"Ree";3350;"LINTER";"Vlaams-Brabant";2018
31145;"Ree";3550;"Beringen";"Limburg";2004
31146;"Ree";3930;"Achel";"Limburg";2007
31147;"Ree";3665;"As";"Limburg";2002
31148;"Ree";2310;"Rijkevorsel";"Antwerpen";2013
31149;"Ree";2328;"Heerle";"Antwerpen";2008
31150;"Ree";2920;"ESSEN";"Antwerpen";2009
31151;"Ree";3350;"Linter";"Vlaams-Brabant";2010
31152;"Ree";3530;"Achel";"Limburg";2003
31153;"Ree";2490;"Balen";"Antwerpen";2005
31154;"Ree";3581;"Beringen";"Limburg";2006
31155;"Ree";3660;"Opglabbeek";"Limburg";2009
31156;"Ree";2440;"GEEL";"Antwerpen";2011
31157;"Ree";2490;"BALEN";"Antwerpen";2017
31158;"Ree";2900;"SCHOTEN";"Antwerpen";2015
31159;"Ree";2990;"LOENHOUT";"Antwerpen";2012
31160;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2016
31161;"Ree";9310;"";"Oost-Vlaanderen";2011
31162;"Ree";3670;"Ellekom";"Limburg";2006
31163;"Ree";3970;"Hoogbosch";"Limburg";2010
31164;"Ree";2880;"BORNEM";"Antwerpen";2017
31165;"Ree";3550;"Beringen";"Limburg";2009
31166;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2014
31167;"Ree";3000;"LEUVEN";"Vlaams-Brabant";2015
31168;"Ree";2310;"Rijkevorsel";"Antwerpen";2009
31169;"Ree";3620;"Gellik";"Limburg";2011
31170;"Ree";3630;"Eisden";"Limburg";2010
31171;"Wild zwijn";3650;NA;"Limburg";2012
31172;"Ree";3665;"As";"Limburg";2004
31173;"Ree";NA;NA;"Limburg";2014
31174;"Ree";3920;"Lommel";"Limburg";2005
31175;"Ree";1670;"Pepingen";"Vlaams-Brabant";2007
31176;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2009
31177;"Ree";3580;"Beringen";"Limburg";2008
31178;"Ree";3380;"GLABBEEK";"Vlaams-Brabant";2015
31179;"Ree";8850;"ARDOOIE";"West-Vlaanderen";2018
31180;"Ree";2390;"Malle";"Antwerpen";2010
31181;"Ree";2370;"Arendonk";"Antwerpen";2006
31182;"Ree";2590;"Berlaar";"Antwerpen";2009
31183;"Ree";9180;"Moerbeke";"Oost-Vlaanderen";2011
31184;"Ree";3540;"Berbroek";"Limburg";2007
31185;"Ree";3920;"Lommel";"Limburg";2004
31186;"Ree";3530;"Achel";"Limburg";2006
31187;"Ree";3200;"Aarschot";"Vlaams-Brabant";2012
31188;"Ree";3290;"Deurne";"Vlaams-Brabant";2007
31189;"Ree";2400;"GEEL";"Antwerpen";2009
31190;"Ree";3790;"Diepenbeek";"Voeren";2010
31191;"Ree";2900;"SCHOTEN";"Antwerpen";2014
31192;"Ree";2328;"Heerle";"Antwerpen";2010
31193;"Ree";2880;"Bornem";"Antwerpen";2008
31194;"Ree";2360;"Kessel";"Antwerpen";2013
31195;"Ree";3940;"Bilzen";"Limburg";2013
31196;"Ree";3300;"TIENEN";"Vlaams-Brabant";2017
31197;"Ree";2950;"Berlaar";"Antwerpen";2007
31198;"Ree";2400;"MOL";"Antwerpen";2015
31199;"Ree";2380;"RAVELS";"Antwerpen";2017
31200;"Ree";3150;"HAACHT";"Vlaams-Brabant";2014
31201;"Ree";3670;"Ellekom";"Limburg";2010
31202;"Ree";2460;"KASTERLEE";"Antwerpen";2015
31203;"Ree";3660;"Opglabbeek";"Limburg";2012
31204;"Ree";3740;"BILZEN";"Limburg";2017
31205;"Ree";2490;"Balen";"Antwerpen";2008
31206;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2010
31207;"Ree";3620;"Gellik";"Limburg";2008
31208;"Ree";1670;"PEPINGEN";"Vlaams-Brabant";2017
31209;"Wild zwijn";3650;"DILSEN-STOKKEM";"Limburg";2017
31210;"Ree";2390;"Malle";"Antwerpen";2005
31211;"Ree";3700;"Herselt";"Limburg";2012
31212;"Ree";3680;"MAASEIK";"Limburg";2014
31213;"Ree";3940;"Bilzen";"Limburg";2011
31214;"Ree";8490;"JABBEKE";"West-Vlaanderen";2018
31215;"Ree";2560;"BEVEL";"Antwerpen";2006
31216;"Ree";2260;"Westerlo";"Antwerpen";2008
31217;"Ree";2530;"BOECHOUT";"Antwerpen";2016
31218;"Ree";3550;"Beringen";"Limburg";2003
31219;"Ree";3990;"Opgrimbie";"Limburg";2010
31220;"Ree";2290;"Herselt";"Antwerpen";2003
31221;"Ree";2390;"Malle";"Antwerpen";2010
31222;"Ree";2880;"Bornem";"Antwerpen";2009
31223;"Ree";3700;"Herselt";"Limburg";2007
31224;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2014
31225;"Ree";2440;"GEEL";"Antwerpen";2012
31226;"Ree";3920;"Lommel";"Limburg";2005
31227;"Ree";2980;"ZOERSEL";"Antwerpen";2015
31228;"Ree";3350;"LINTER";"Vlaams-Brabant";2014
31229;"Ree";9220;"HAMME";"Oost-Vlaanderen";2017
31230;"Ree";3473;"";"Vlaams-Brabant";2007
31231;"Ree";2275;"GIERLE";"Antwerpen";2010
31232;"Ree";3700;"Herselt";"Limburg";2012
31233;"Ree";2520;"Oelegem";"Antwerpen";2011
31234;"Ree";9220;"HAMME";"Oost-Vlaanderen";2018
31235;"Ree";2400;"MOL";"Antwerpen";2018
31236;"Ree";3550;"Beringen";"Limburg";2002
31237;"Ree";3920;"Lommel";"Limburg";2011
31238;"Ree";8900;"IEPER";"West-Vlaanderen";2017
31239;"Ree";9930;"ZOMERGEM";"Oost-Vlaanderen";2018
31240;"Ree";3540;"HERK-DE-STAD";"Limburg";2014
31241;"Ree";3560;"Linkhout";"Limburg";2007
31242;"Ree";9310;"";"Oost-Vlaanderen";2013
31243;"Ree";3560;"LUMMEN";"Limburg";2018
31244;"Ree";2390;"MALLE";"Antwerpen";2017
31245;"Ree";2560;"BEVEL";"Antwerpen";2008
31246;"Ree";NA;NA;"Limburg";2018
31247;"Ree";2320;"Hoogstraten";"Antwerpen";2006
31248;"Ree";3940;"Bilzen";"Limburg";2009
31249;"Ree";3290;"Deurne";"Vlaams-Brabant";2008
31250;"Ree";3970;"Hoogbosch";"Limburg";2012
31251;"Ree";3920;"LOMMEL";"Limburg";2017
31252;"Ree";2382;"Poppel";"Antwerpen";2006
31253;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2006
31254;"Ree";3920;"LOMMEL";"Limburg";2018
31255;"Ree";2950;"Berlaar";"Antwerpen";2006
31256;"Ree";3270;"SCHERPENHEUVEL-ZICHEM";"Vlaams-Brabant";2015
31257;"Ree";2380;"Bornem";"Antwerpen";2011
31258;"Ree";8820;"TORHOUT";"West-Vlaanderen";2018
31259;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2009
31260;"Ree";2880;"BORNEM";"Antwerpen";2014
31261;"Ree";3530;"Achel";"Limburg";2006
31262;"Ree";2990;"LOENHOUT";"Antwerpen";2005
31263;"Ree";8570;"ANZEGEM";"West-Vlaanderen";2015
31264;"Ree";2490;"BALEN";"Antwerpen";2018
31265;"Ree";2900;"Schoten";"Antwerpen";2013
31266;"Ree";3900;"Lommel";"Limburg";2009
31267;"Ree";3680;"0poeteren";"Limburg";2005
31268;"Ree";3582;"Beringen";"Limburg";2002
31269;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2014
31270;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2016
31271;"Ree";NA;NA;"Limburg";2014
31272;"Ree";3560;"Linkhout";"Limburg";2012
31273;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2017
31274;"Ree";NA;NA;"Limburg";2016
31275;"Ree";3650;"Bilzen";"Limburg";2006
31276;"Damhert";9500;"GERAARDSBERGEN";"Oost-Vlaanderen";2015
31277;"Ree";2230;"Herselt";"Antwerpen";2002
31278;"Ree";NA;NA;NA;2015
31279;"Ree";3690;"Bree";"Limburg";2012
31280;"Ree";3970;"LEOPOLDSBURG";"Limburg";2016
31281;"Ree";2930;"BRASSCHAAT";"Antwerpen";2014
31282;"Ree";2360;"Kessel";"Antwerpen";2003
31283;"Ree";2450;"MEERHOUT";"Antwerpen";2019
31284;"Ree";1860;"MEISE";"Vlaams-Brabant";2017
31285;"Ree";2390;"Malle";"Antwerpen";2006
31286;"Ree";3930;"Achel";"Limburg";2013
31287;"Ree";2220;"HEIST-OP-DEN-BERG";"Antwerpen";2015
31288;"Ree";3650;"Bilzen";"Limburg";2003
31289;"Ree";3930;"Achel";"Limburg";2013
31290;"Ree";3990;"Opgrimbie";"Limburg";2004
31291;"Ree";3680;"0poeteren";"Limburg";2004
31292;"Ree";3980;"Maaseik";"Limburg";2006
31293;"Ree";3665;"As";"Limburg";2011
31294;"Ree";1570;"GALMAARDEN";"Vlaams-Brabant";2016
31295;"Ree";8970;"Poperinge";"West-Vlaanderen";2011
31296;"Ree";2310;"Rijkevorsel";"Antwerpen";2012
31297;"Ree";2380;"Bornem";"Antwerpen";2009
31298;"Wild zwijn";3582;NA;"Limburg";2009
31299;"Ree";3910;"NEERPELT";"Limburg";2018
31300;"Ree";3670;"Ellekom";"Limburg";2005
31301;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2009
31302;"Ree";2880;"Bornem";"Antwerpen";2009
31303;"Ree";3980;"TESSENDERLO";"Limburg";2018
31304;"Ree";NA;NA;"Limburg";2018
31305;"Ree";3660;"Opglabbeek";"Limburg";2013
31306;"Ree";3640;"Gellik";"Limburg";2005
31307;"Ree";3900;"Lommel";"Limburg";2011
31308;"Ree";3590;"Diepenbeek";"Limburg";2012
31309;"Ree";2360;"Kessel";"Antwerpen";2006
31310;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2009
31311;"Ree";2490;"BALEN";"Antwerpen";2016
31312;"Ree";2230;"HERSELT";"Antwerpen";2014
31313;"Wild zwijn";3930;"HAMONT-ACHEL";"Limburg";2017
31314;"Ree";3680;"0poeteren";"Limburg";2008
31315;"Ree";2310;"Rijkevorsel";"Antwerpen";2011
31316;"Ree";3670;"Ellekom";"Limburg";2012
31317;"Ree";3200;"Aarschot";"Vlaams-Brabant";2007
31318;"Wild zwijn";3210;NA;"Vlaams-Brabant";2007
31319;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2017
31320;"Ree";3582;"Beringen";"Limburg";2005
31321;"Wild zwijn";8210;"ZEDELGEM";"West-Vlaanderen";2014
31322;"Ree";3570;"Alken";"Limburg";2010
31323;"Ree";2380;"RAVELS";"Antwerpen";2014
31324;"Ree";2491;"Balen";"Antwerpen";2003
31325;"Ree";2430;"Eindhout";"Antwerpen";2007
31326;"Wild zwijn";3790;"VOEREN";"Voeren";2016
31327;"Ree";2440;"GEEL";"Antwerpen";2016
31328;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2016
31329;"Ree";NA;NA;"Limburg";2014
31330;"Ree";3790;"Diepenbeek";"Voeren";2004
31331;"Ree";3510;"Hasselt";"Limburg";2008
31332;"Ree";1730;"Asse";"Vlaams-Brabant";2013
31333;"Ree";3670;"Ellekom";"Limburg";2013
31334;"Wild zwijn";3650;NA;"Limburg";2010
31335;"Ree";3670;"Ellekom";"Limburg";2009
31336;"Ree";2880;"Bornem";"Antwerpen";2005
31337;"Wild zwijn";3670;"MEEUWEN-GRUITRODE";"Limburg";2017
31338;"Ree";3384;"";"Vlaams-Brabant";2008
31339;"Ree";2380;"Bornem";"Antwerpen";2009
31340;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2016
31341;"Ree";3545;"Halen";"Limburg";2010
31342;"Ree";3665;"As";"Limburg";2003
31343;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2007
31344;"Ree";2470;"Retie";"Antwerpen";2013
31345;"Ree";2900;"SCHOTEN";"Antwerpen";2017
31346;"Ree";3640;"KINROOI";"Limburg";2017
31347;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
31348;"Ree";2275;"GIERLE";"Antwerpen";2007
31349;"Ree";3660;"Opglabbeek";"Limburg";2009
31350;"Ree";3690;"Bree";"Limburg";2011
31351;"Ree";3500;"Hasselt";"Limburg";2004
31352;"Ree";NA;NA;"Limburg";2014
31353;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2003
31354;"Ree";2310;"Rijkevorsel";"Antwerpen";2011
31355;"Ree";3980;"TESSENDERLO";"Limburg";2015
31356;"Ree";3201;"Aarschot";"Vlaams-Brabant";2011
31357;"Ree";3450;"Bocholt";"Vlaams-Brabant";2011
31358;"Ree";1910;"Kampenhout";"Vlaams-Brabant";2004
31359;"Ree";3970;"Hoogbosch";"Limburg";2011
31360;"Ree";2400;"MOL";"Antwerpen";2016
31361;"Ree";2270;"HERENTHOUT";"Antwerpen";2007
31362;"Ree";2450;"Meerhout";"Antwerpen";2009
31363;"Ree";3945;"Ham";"Limburg";2010
31364;"Ree";2400;"MOL";"Antwerpen";2016
31365;"Ree";3920;"Lommel";"Limburg";2007
31366;"Ree";3150;"Haacht";"Vlaams-Brabant";2007
31367;"Ree";3650;"Bilzen";"Limburg";2010
31368;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2016
31369;"Ree";3580;"BERINGEN";"Limburg";2018
31370;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
31371;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2013
31372;"Wild zwijn";3690;NA;"Limburg";2013
31373;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2017
31374;"Ree";1730;"Asse";"Vlaams-Brabant";2007
31375;"Ree";3550;"Beringen";"Limburg";2008
31376;"Wild zwijn";3600;"GENK";"Limburg";2015
31377;"Ree";2400;"MOL";"Antwerpen";2016
31378;"Ree";3740;"Beeverst-Bilzen";"Limburg";2003
31379;"Ree";2380;"Bornem";"Antwerpen";2003
31380;"Ree";3990;"Opgrimbie";"Limburg";2004
31381;"Ree";3740;"BILZEN";"Limburg";2016
31382;"Ree";2880;"BORNEM";"Antwerpen";2017
31383;"Ree";3150;"HAACHT";"Vlaams-Brabant";2017
31384;"Ree";3960;"BREE";"Limburg";2019
31385;"Ree";3511;"Beringen";"Limburg";2006
31386;"Ree";2880;"Bornem";"Antwerpen";2005
31387;"Ree";3530;"Achel";"Limburg";2010
31388;"Ree";3550;"HEUSDEN-ZOLDER";"Limburg";2018
31389;"Ree";3945;"HAM";"Limburg";2014
31390;"Wild zwijn";2380;"RAVELS";"Antwerpen";2015
31391;"Ree";3920;"Lommel";"Limburg";2004
31392;"Ree";9180;"Moerbeke";"Oost-Vlaanderen";2011
31393;"Ree";3660;"Opglabbeek";"Limburg";2013
31394;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2017
31395;"Ree";2230;"Herselt";"Antwerpen";2007
31396;"Ree";2880;"Bornem";"Antwerpen";2013
31397;"Ree";2275;"GIERLE";"Antwerpen";2003
31398;"Ree";3530;"Achel";"Limburg";2005
31399;"Ree";3360;"BIERBEEK";"Vlaams-Brabant";2017
31400;"Ree";3530;"Achel";"Limburg";2010
31401;"Ree";3580;"BERINGEN";"Limburg";2018
31402;"Ree";3540;"HERK-DE-STAD";"Limburg";2017
31403;"Ree";3670;"Ellekom";"Limburg";2012
31404;"Ree";2380;"RAVELS";"Antwerpen";2014
31405;"Ree";3300;"TIENEN";"Vlaams-Brabant";2017
31406;"Ree";3560;"Linkhout";"Limburg";2005
31407;"Ree";2980;"ZOERSEL";"Antwerpen";2014
31408;"Ree";3201;"Aarschot";"Vlaams-Brabant";2013
31409;"Ree";2900;"Schoten";"Antwerpen";2009
31410;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2017
31411;"Ree";3520;"Geetbets";"Limburg";2011
31412;"Ree";2430;"Eindhout";"Antwerpen";2010
31413;"Ree";1730;"Asse";"Vlaams-Brabant";2012
31414;"Ree";3530;"Achel";"Limburg";2013
31415;"Wild zwijn";2380;"RAVELS";"Antwerpen";2016
31416;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2014
31417;"Ree";2880;"Bornem";"Antwerpen";2006
31418;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2017
31419;"Ree";3790;"VOEREN";"Voeren";2017
31420;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2018
31421;"Ree";3670;"Ellekom";"Limburg";2002
31422;"Ree";2990;"LOENHOUT";"Antwerpen";2002
31423;"Ree";2800;"MECHELEN";"Antwerpen";2015
31424;"Ree";3665;"As";"Limburg";2008
31425;"Ree";3990;"Opgrimbie";"Limburg";2009
31426;"Ree";3800;"SINT-TRUIDEN";"Limburg";2018
31427;"Ree";3920;"Lommel";"Limburg";2006
31428;"Ree";2960;"Brecht";"Antwerpen";2009
31429;"Ree";3640;"Gellik";"Limburg";2008
31430;"Ree";2550;"KONTICH";"Antwerpen";2017
31431;"Ree";2230;"HERSELT";"Antwerpen";2015
31432;"Ree";9450;"HAALTERT";"Oost-Vlaanderen";2016
31433;"Ree";2323;"";"Antwerpen";2008
31434;"Ree";2490;"Balen";"Antwerpen";2006
31435;"Ree";NA;NA;"Oost-Vlaanderen";2016
31436;"Ree";3930;"Achel";"Limburg";2009
31437;"Ree";2380;"Bornem";"Antwerpen";2002
31438;"Ree";2270;"HERENTHOUT";"Antwerpen";2009
31439;"Ree";2360;"Kessel";"Antwerpen";2003
31440;"Ree";3730;"HOESELT";"Limburg";2018
31441;"Ree";3670;"Ellekom";"Limburg";2005
31442;"Ree";2390;"Malle";"Antwerpen";2007
31443;"Ree";2400;"MOL";"Antwerpen";2016
31444;"Wild zwijn";3690;"ZUTENDAAL";"Limburg";2015
31445;"Ree";3680;"0poeteren";"Limburg";2010
31446;"Ree";2490;"Balen";"Antwerpen";2013
31447;"Ree";2880;"BORNEM";"Antwerpen";2015
31448;"Ree";3470;"KORTENAKEN";"Vlaams-Brabant";2014
31449;"Ree";3460;"BEKKEVOORT";"Vlaams-Brabant";2014
31450;"Ree";3680;"0poeteren";"Limburg";2011
31451;"Ree";8906;"";"West-Vlaanderen";2012
31452;"Ree";8570;"ANZEGEM";"West-Vlaanderen";2016
31453;"Ree";3582;"Beringen";"Limburg";2004
31454;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2005
31455;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2018
31456;"Ree";3665;"As";"Limburg";2003
31457;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2016
31458;"Ree";3950;"Bochelt";"Limburg";2008
31459;"Ree";9185;"WACHTEBEKE";"Oost-Vlaanderen";2017
31460;"Wild zwijn";3650;"DILSEN-STOKKEM";"Limburg";2018
31461;"Ree";3870;"HEERS";"Limburg";2016
31462;"Ree";3191;"";"Vlaams-Brabant";2006
31463;"Ree";3740;"Beeverst-Bilzen";"Limburg";2007
31464;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2019
31465;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2018
31466;"Ree";2290;"VORSELAAR";"Antwerpen";2016
31467;"Ree";3790;"Diepenbeek";"Voeren";2010
31468;"Ree";3454;"Rummen";"Vlaams-Brabant";2013
31469;"Ree";2440;"GEEL";"Antwerpen";2014
31470;"Ree";3670;"Ellekom";"Limburg";2005
31471;"Ree";3550;"HEUSDEN-ZOLDER";"Limburg";2016
31472;"Wild zwijn";3970;"LEOPOLDSBURG";"Limburg";2017
31473;"Ree";NA;NA;"Limburg";2014
31474;"Ree";3545;"Halen";"Limburg";2006
31475;"Ree";2380;"RAVELS";"Antwerpen";2016
31476;"Ree";3210;"Lubbeek";"Vlaams-Brabant";2003
31477;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2005
31478;"Ree";2328;"Heerle";"Antwerpen";2008
31479;"Ree";2400;"MOL";"Antwerpen";2017
31480;"Wild zwijn";3790;"VOEREN";"Voeren";2014
31481;"Ree";2242;"Massenhoven";"Antwerpen";2012
31482;"Ree";2880;"Bornem";"Antwerpen";2011
31483;"Ree";NA;NA;"Limburg";2016
31484;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2015
31485;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2017
31486;"Wild zwijn";3990;"PEER";"Limburg";2018
31487;"Ree";3970;"Hoogbosch";"Limburg";2004
31488;"Ree";2230;"HERSELT";"Antwerpen";2017
31489;"Ree";2440;"GEEL";"Antwerpen";2005
31490;"Ree";2400;"MOL";"Antwerpen";2015
31491;"Ree";3620;"LANAKEN";"Limburg";2018
31492;"Ree";2800;"Mechelen";"Antwerpen";2002
31493;"Wild zwijn";2400;"MOL";"Antwerpen";2016
31494;"Ree";2328;"Heerle";"Antwerpen";2011
31495;"Ree";3270;"SCHERPENHEUVEL-ZICHEM";"Vlaams-Brabant";2016
31496;"Ree";2990;"LOENHOUT";"Antwerpen";2010
31497;"Ree";3270;"Scherpenheuvel-Zichem";"Vlaams-Brabant";2006
31498;"Ree";3670;"Ellekom";"Limburg";2007
31499;"Ree";3200;"Aarschot";"Vlaams-Brabant";2011
31500;"Wild zwijn";3790;"VOEREN";"Voeren";2017
31501;"Ree";3920;"Lommel";"Limburg";2013
31502;"Ree";2220;"Hallaar";"Antwerpen";2006
31503;"Ree";3512;"Kuringen";"Limburg";2010
31504;"Ree";3640;"KINROOI";"Limburg";2015
31505;"Ree";2440;"GEEL";"Antwerpen";2012
31506;"Ree";3580;"BERINGEN";"Limburg";2015
31507;"Ree";3740;"BILZEN";"Limburg";2015
31508;"Ree";3930;"Achel";"Limburg";2004
31509;"Ree";NA;NA;"Limburg";2014
31510;"Ree";3650;"Bilzen";"Limburg";2006
31511;"Ree";3440;"ZOUTLEEUW";"Vlaams-Brabant";2016
31512;"Ree";3470;"Kortenaken";"Vlaams-Brabant";2002
31513;"Ree";2275;"GIERLE";"Antwerpen";2008
31514;"Ree";3690;"Bree";"Limburg";2006
31515;"Ree";3980;"Maaseik";"Limburg";2011
31516;"Ree";3580;"Beringen";"Limburg";2012
31517;"Ree";9160;"LOKEREN";"Oost-Vlaanderen";2018
31518;"Ree";2330;"MERKSPLAS";"Antwerpen";2015
31519;"Ree";2275;"LILLE";"Antwerpen";2017
31520;"Ree";3665;"As";"Limburg";2013
31521;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2003
31522;"Ree";3960;"Bree";"Limburg";2004
31523;"Ree";3950;"Bochelt";"Limburg";2009
31524;"Ree";2040;"BERENDRECHT";"Antwerpen";2013
31525;"Ree";3650;"Bilzen";"Limburg";2007
31526;"Ree";3650;"DILSEN-STOKKEM";"Limburg";2018
31527;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2007
31528;"Ree";3990;"PEER";"Limburg";2018
31529;"Ree";3051;"";"Vlaams-Brabant";2006
31530;"Ree";3990;"PEER";"Limburg";2018
31531;"Ree";NA;NA;"Limburg";2014
31532;"Ree";2200;"HERENTALS";"Antwerpen";2017
31533;"Ree";NA;NA;NA;2014
31534;"Ree";3630;"Eisden";"Limburg";2008
