"ID";"wildsoort";"postcode_afschot_locatie";"gemeente_afschot_locatie";"provincie";"afschotjaar"
23509;"Ree";3970;"LEOPOLDSBURG";"Limburg";2014
23510;"Ree";3582;"Beringen";"Limburg";2011
23511;"Ree";2390;"Malle";"Antwerpen";2002
23512;"Ree";3800;"SINT-TRUIDEN";"Limburg";2014
23513;"Wild zwijn";3670;"MEEUWEN-GRUITRODE";"Limburg";2017
23514;"Ree";2328;"Heerle";"Antwerpen";2007
23515;"Ree";3620;"Gellik";"Limburg";2008
23516;"Wild zwijn";2470;"RETIE";"Antwerpen";2017
23517;"Ree";3720;"Kortesem";"Limburg";2010
23518;"Ree";3660;"Opglabbeek";"Limburg";2010
23519;"Ree";3290;"DIEST";"Vlaams-Brabant";2016
23520;"Ree";2430;"LAAKDAL";"Antwerpen";2015
23521;"Wild zwijn";3580;"BERINGEN";"Limburg";2018
23522;"Ree";2400;"GEEL";"Antwerpen";2008
23523;"Ree";2390;"Malle";"Antwerpen";2011
23524;"Ree";9290;"BERLARE";"Oost-Vlaanderen";2018
23525;"Ree";3730;"HOESELT";"Limburg";2018
23526;"Ree";9910;"Knesselare";"Oost-Vlaanderen";2012
23527;"Ree";3690;"ZUTENDAAL";"Limburg";2015
23528;"Ree";2390;"Malle";"Antwerpen";2011
23529;"Ree";2390;"Malle";"Antwerpen";2013
23530;"Ree";NA;NA;"Oost-Vlaanderen";2016
23531;"Ree";2382;"Poppel";"Antwerpen";2012
23532;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2019
23533;"Ree";NA;NA;"Limburg";2016
23534;"Ree";3140;"KEERBERGEN";"Vlaams-Brabant";2015
23535;"Ree";2490;"BALEN";"Antwerpen";2015
23536;"Wild zwijn";3582;NA;"Limburg";2010
23537;"Ree";3530;"Achel";"Limburg";2008
23538;"Ree";NA;NA;"Limburg";2014
23539;"Ree";2230;"HERSELT";"Antwerpen";2014
23540;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2005
23541;"Ree";2970;"Schilde";"Antwerpen";2013
23542;"Ree";NA;NA;"Limburg";2018
23543;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2005
23544;"Ree";3730;"Hoeselt";"Limburg";2008
23545;"Ree";3850;"Binderveld";"Limburg";2005
23546;"Wild zwijn";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2019
23547;"Ree";3960;"BREE";"Limburg";2017
23548;"Ree";3950;"BOCHOLT";"Limburg";2016
23549;"Ree";3640;"Gellik";"Limburg";2006
23550;"Ree";2380;"Bornem";"Antwerpen";2012
23551;"Ree";2400;"MOL";"Antwerpen";2015
23552;"Ree";3680;"MAASEIK";"Limburg";2016
23553;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2006
23554;"Wild zwijn";NA;NA;NA;2014
23555;"Ree";3690;"ZUTENDAAL";"Limburg";2019
23556;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
23557;"Ree";3090;"Overijse";"Vlaams-Brabant";2009
23558;"Ree";2950;"Berlaar";"Antwerpen";2003
23559;"Ree";2880;"Bornem";"Antwerpen";2010
23560;"Ree";2387;"BAARLE-HERTOG";"Antwerpen";2014
23561;"Ree";8970;"POPERINGE";"West-Vlaanderen";2017
23562;"Ree";2400;"MOL";"Antwerpen";2018
23563;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
23564;"Ree";3830;"WELLEN";"Limburg";2018
23565;"Ree";2440;"GEEL";"Antwerpen";2011
23566;"Wild zwijn";3640;"KINROOI";"Limburg";2018
23567;"Ree";3740;"BILZEN";"Limburg";2014
23568;"Ree";2230;"Herselt";"Antwerpen";2012
23569;"Ree";2910;"Essen";"Antwerpen";2005
23570;"Ree";2470;"RETIE";"Antwerpen";2016
23571;"Ree";3945;"HAM";"Limburg";2018
23572;"Wild zwijn";3582;NA;"Limburg";2013
23573;"Ree";8020;"Oostkamp";"West-Vlaanderen";2013
23574;"Ree";2980;"Hal";"Antwerpen";2013
23575;"Ree";1500;"HALLE";"Vlaams-Brabant";2015
23576;"Ree";2275;"GIERLE";"Antwerpen";2004
23577;"Ree";3640;"Gellik";"Limburg";2007
23578;"Ree";8210;"ZEDELGEM";"West-Vlaanderen";2018
23579;"Ree";2460;"Kasterlee";"Antwerpen";2002
23580;"Ree";2960;"Brecht";"Antwerpen";2007
23581;"Ree";3930;"HAMONT-ACHEL";"Limburg";2014
23582;"Ree";NA;NA;"Limburg";2014
23583;"Ree";2382;"Poppel";"Antwerpen";2005
23584;"Ree";2430;"LAAKDAL";"Antwerpen";2017
23585;"Wild zwijn";3950;"BOCHOLT";"Limburg";2017
23586;"Ree";3740;"BILZEN";"Limburg";2014
23587;"Ree";2400;"GEEL";"Antwerpen";2003
23588;"Ree";2380;"Bornem";"Antwerpen";2009
23589;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2018
23590;"Wild zwijn";3650;NA;"Limburg";2012
23591;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2016
23592;"Ree";2380;"RAVELS";"Antwerpen";2018
23593;"Ree";3460;"BEKKEVOORT";"Vlaams-Brabant";2014
23594;"Ree";2370;"Arendonk";"Antwerpen";2006
23595;"Ree";8972;"";"West-Vlaanderen";2007
23596;"Ree";3370;"Boutersem";"Vlaams-Brabant";2009
23597;"Ree";2387;"BAARLE-HERTOG";"Antwerpen";2017
23598;"Ree";3582;"Beringen";"Limburg";2013
23599;"Ree";2440;"GEEL";"Antwerpen";2018
23600;"Wild zwijn";3582;NA;"Limburg";2009
23601;"Wild zwijn";2400;"MOL";"Antwerpen";2017
23602;"Ree";1745;"OPWIJK";"Vlaams-Brabant";2018
23603;"Ree";2880;"BORNEM";"Antwerpen";2017
23604;"Ree";3580;"Beringen";"Limburg";2008
23605;"Ree";3051;"";"Vlaams-Brabant";2012
23606;"Ree";2470;"RETIE";"Antwerpen";2015
23607;"Ree";2230;"Herselt";"Antwerpen";2013
23608;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2017
23609;"Ree";2243;"Pulle";"Antwerpen";2006
23610;"Ree";3050;"";"Vlaams-Brabant";2009
23611;"Ree";3660;"OPGLABBEEK";"Limburg";2016
23612;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2004
23613;"Wild zwijn";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
23614;"Ree";3220;"HOLSBEEK";"Vlaams-Brabant";2015
23615;"Ree";3660;"OPGLABBEEK";"Limburg";2015
23616;"Ree";3670;"Ellekom";"Limburg";2002
23617;"Ree";3090;"OVERIJSE";"Vlaams-Brabant";2015
23618;"Ree";3930;"Achel";"Limburg";2012
23619;"Ree";3620;"LANAKEN";"Limburg";2017
23620;"Ree";2400;"GEEL";"Antwerpen";2004
23621;"Ree";2370;"ARENDONK";"Antwerpen";2015
23622;"Ree";2230;"HERSELT";"Antwerpen";2014
23623;"Ree";3910;"NEERPELT";"Limburg";2018
23624;"Ree";3960;"Bree";"Limburg";2007
23625;"Ree";2380;"Bornem";"Antwerpen";2008
23626;"Ree";3920;"Lommel";"Limburg";2010
23627;"Wild zwijn";3640;"KINROOI";"Limburg";2018
23628;"Ree";2382;"Poppel";"Antwerpen";2012
23629;"Ree";3350;"Linter";"Vlaams-Brabant";2013
23630;"Ree";2340;"BEERSE";"Antwerpen";2014
23631;"Ree";3590;"DIEPENBEEK";"Limburg";2014
23632;"Ree";2450;"Meerhout";"Antwerpen";2006
23633;"Ree";9180;"Moerbeke";"Oost-Vlaanderen";2012
23634;"Ree";3800;"SINT-TRUIDEN";"Limburg";2017
23635;"Ree";3990;"Opgrimbie";"Limburg";2011
23636;"Ree";3960;"Bree";"Limburg";2013
23637;"Wild zwijn";NA;NA;"Limburg";2014
23638;"Ree";2310;"Rijkevorsel";"Antwerpen";2009
23639;"Ree";3800;"SINT-TRUIDEN";"Limburg";2018
23640;"Ree";2430;"LAAKDAL";"Antwerpen";2015
23641;"Ree";2330;"BORNEM";"Antwerpen";2010
23642;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2014
23643;"Ree";3850;"Binderveld";"Limburg";2003
23644;"Ree";3920;"Lommel";"Limburg";2009
23645;"Ree";8970;"POPERINGE";"West-Vlaanderen";2015
23646;"Wild zwijn";3650;"DILSEN-STOKKEM";"Limburg";2015
23647;"Ree";9220;"Hamme";"Oost-Vlaanderen";2010
23648;"Ree";3680;"MAASEIK";"Limburg";2018
23649;"Ree";9100;"SINT-NIKLAAS";"Oost-Vlaanderen";2016
23650;"Ree";3650;"Bilzen";"Limburg";2012
23651;"Ree";3680;"0poeteren";"Limburg";2008
23652;"Ree";3650;"Bilzen";"Limburg";2010
23653;"Ree";3660;"Opglabbeek";"Limburg";2006
23654;"Ree";2243;"Pulle";"Antwerpen";2008
23655;"Ree";NA;NA;"Antwerpen";2018
23656;"Ree";2320;"HOOGSTRATEN";"Antwerpen";2016
23657;"Ree";2990;"LOENHOUT";"Antwerpen";2006
23658;"Ree";2400;"MOL";"Antwerpen";2018
23659;"Ree";3545;"Halen";"Limburg";2011
23660;"Ree";3510;"Hasselt";"Limburg";2007
23661;"Ree";3581;"Beringen";"Limburg";2002
23662;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2017
23663;"Ree";3680;"MAASEIK";"Limburg";2014
23664;"Ree";3950;"Bochelt";"Limburg";2006
23665;"Ree";3200;"AARSCHOT";"Vlaams-Brabant";2016
23666;"Wild zwijn";NA;NA;"Limburg";2014
23667;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2018
23668;"Wild zwijn";3790;"VOEREN";"Voeren";2018
23669;"Ree";3770;"Riemst";"Limburg";2010
23670;"Ree";2380;"RAVELS";"Antwerpen";2015
23671;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2005
23672;"Wild zwijn";3640;"KINROOI";"Limburg";2018
23673;"Ree";3582;"Beringen";"Limburg";2013
23674;"Ree";2240;"GEEL";"Antwerpen";2003
23675;"Ree";2880;"Bornem";"Antwerpen";2011
23676;"Ree";3545;"Halen";"Limburg";2004
23677;"Ree";3320;"Hoegaarden";"Vlaams-Brabant";2006
23678;"Ree";3560;"Linkhout";"Limburg";2009
23679;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2016
23680;"Wild zwijn";3670;"MEEUWEN-GRUITRODE";"Limburg";2015
23681;"Wild zwijn";3960;"BREE";"Limburg";2018
23682;"Ree";NA;NA;"Vlaams-Brabant";2016
23683;"Ree";3670;"Ellekom";"Limburg";2013
23684;"Ree";2400;"GEEL";"Antwerpen";2006
23685;"Ree";2240;"ZANDHOVEN";"Antwerpen";2015
23686;"Ree";3790;"Diepenbeek";"Voeren";2009
23687;"Ree";3370;"BOUTERSEM";"Vlaams-Brabant";2016
23688;"Ree";2240;"ZANDHOVEN";"Antwerpen";2014
23689;"Ree";3980;"Maaseik";"Limburg";2012
23690;"Ree";3700;"Herselt";"Limburg";2012
23691;"Ree";2380;"RAVELS";"Antwerpen";2015
23692;"Ree";3620;"LANAKEN";"Limburg";2017
23693;"Ree";3790;"Diepenbeek";"Voeren";2007
23694;"Ree";2288;"Bouwel";"Antwerpen";2006
23695;"Wild zwijn";8480;NA;"West-Vlaanderen";2007
23696;"Ree";2390;"Malle";"Antwerpen";2013
23697;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2014
23698;"Ree";3950;"Bochelt";"Limburg";2005
23699;"Ree";2590;"BERLAAR";"Antwerpen";2017
23700;"Ree";2490;"Balen";"Antwerpen";2004
23701;"Ree";3660;"OPGLABBEEK";"Limburg";2015
23702;"Ree";3560;"Linkhout";"Limburg";2011
23703;"Ree";3581;"Beringen";"Limburg";2013
23704;"Ree";NA;NA;"Limburg";2014
23705;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2008
23706;"Ree";2900;"Schoten";"Antwerpen";2002
23707;"Wild zwijn";2400;"MOL";"Antwerpen";2017
23708;"Ree";3910;"Bocholt";"Limburg";2004
23709;"Ree";9185;"Wachtebeke";"Oost-Vlaanderen";2013
23710;"Ree";2200;"HERENTALS";"Antwerpen";2016
23711;"Wild zwijn";3690;"ZUTENDAAL";"Limburg";2016
23712;"Ree";3920;"Lommel";"Limburg";2012
23713;"Ree";2910;"Essen";"Antwerpen";2003
23714;"Ree";3720;"Kortesem";"Limburg";2007
23715;"Ree";2230;"HERSELT";"Antwerpen";2014
23716;"Ree";3680;"MAASEIK";"Limburg";2017
23717;"Damhert";9230;NA;"Oost-Vlaanderen";2012
23718;"Wild zwijn";3740;"BILZEN";"Limburg";2014
23719;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
23720;"Ree";3583;"Beringen";"Limburg";2013
23721;"Ree";3545;"Halen";"Limburg";2006
23722;"Ree";2370;"Arendonk";"Antwerpen";2008
23723;"Ree";3440;"Halle-Booienhoven";"Vlaams-Brabant";2012
23724;"Ree";3640;"Gellik";"Limburg";2003
23725;"Ree";3690;"Bree";"Limburg";2006
23726;"Ree";3920;"LOMMEL";"Limburg";2016
23727;"Wild zwijn";3940;"HECHTEL-EKSEL";"Limburg";2016
23728;"Ree";2230;"Herselt";"Antwerpen";2009
23729;"Ree";3050;"";"Vlaams-Brabant";2012
23730;"Ree";3920;"Lommel";"Limburg";2004
23731;"Ree";3920;"Lommel";"Limburg";2007
23732;"Ree";3545;"HALEN";"Limburg";2017
23733;"Ree";2328;"Heerle";"Antwerpen";2009
23734;"Ree";2920;"KALMTHOUT";"Antwerpen";2016
23735;"Ree";3660;"Opglabbeek";"Limburg";2007
23736;"Ree";2980;"ZOERSEL";"Antwerpen";2016
23737;"Ree";3040;"Huldenberg";"Vlaams-Brabant";2006
23738;"Ree";2880;"Bornem";"Antwerpen";2012
23739;"Ree";2990;"WUUSTWEZEL";"Antwerpen";2018
23740;"Ree";3580;"BERINGEN";"Limburg";2017
23741;"Ree";3830;"WELLEN";"Limburg";2014
23742;"Ree";9308;"";"Oost-Vlaanderen";2013
23743;"Ree";NA;NA;"Limburg";2014
23744;"Ree";2382;"Poppel";"Antwerpen";2012
23745;"Ree";2310;"Rijkevorsel";"Antwerpen";2013
23746;"Ree";2440;"GEEL";"Antwerpen";2014
23747;"Wild zwijn";3620;NA;"Limburg";2013
23748;"Ree";2450;"Meerhout";"Antwerpen";2005
23749;"Ree";3530;"Achel";"Limburg";2010
23750;"Ree";8950;"HEUVELLAND";"West-Vlaanderen";2017
23751;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2014
23752;"Ree";3212;"";"Vlaams-Brabant";2008
23753;"Ree";3582;"Beringen";"Limburg";2008
23754;"Ree";3680;"0poeteren";"Limburg";2013
23755;"Wild zwijn";3680;NA;"Limburg";2011
23756;"Ree";3560;"Linkhout";"Limburg";2005
23757;"Ree";3680;"MAASEIK";"Limburg";2014
23758;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2006
23759;"Ree";2387;"BAARLE-HERTOG";"Antwerpen";2014
23760;"Ree";NA;NA;"Limburg";2018
23761;"Ree";3740;"Beeverst-Bilzen";"Limburg";2012
23762;"Ree";3560;"Linkhout";"Limburg";2013
23763;"Ree";3110;"ROTSELAAR";"Vlaams-Brabant";2014
23764;"Ree";2230;"Herselt";"Antwerpen";2007
23765;"Ree";3670;"Ellekom";"Limburg";2013
23766;"Ree";2230;"Herselt";"Antwerpen";2013
23767;"Ree";3920;"Lommel";"Limburg";2013
23768;"Ree";3670;"MEEUWEN-GRUITRODE";"Limburg";2016
23769;"Ree";2430;"LAAKDAL";"Antwerpen";2016
23770;"Ree";3050;"OUD-HEVERLEE";"Vlaams-Brabant";2015
23771;"Ree";2310;"Rijkevorsel";"Antwerpen";2007
23772;"Ree";2491;"Balen";"Antwerpen";2005
23773;"Ree";3200;"Aarschot";"Vlaams-Brabant";2007
23774;"Ree";2220;"Hallaar";"Antwerpen";2012
23775;"Ree";3670;"Ellekom";"Limburg";2012
23776;"Ree";3790;"Diepenbeek";"Voeren";2004
23777;"Ree";2390;"Malle";"Antwerpen";2012
23778;"Ree";2230;"Herselt";"Antwerpen";2003
23779;"Ree";NA;NA;"Antwerpen";2014
23780;"Ree";3960;"Bree";"Limburg";2011
23781;"Ree";3550;"Beringen";"Limburg";2004
23782;"Ree";3090;"Overijse";"Vlaams-Brabant";2010
23783;"Ree";2960;"Brecht";"Antwerpen";2006
23784;"Ree";2970;"Schilde";"Antwerpen";2009
23785;"Ree";3545;"Halen";"Limburg";2009
23786;"Ree";2450;"Meerhout";"Antwerpen";2009
23787;"Wild zwijn";3680;"MAASEIK";"Limburg";2017
23788;"Ree";2381;"RAVELS";"Antwerpen";2002
23789;"Ree";3980;"Maaseik";"Limburg";2004
23790;"Ree";3680;"MAASEIK";"Limburg";2016
23791;"Ree";2440;"GEEL";"Antwerpen";2018
23792;"Ree";2400;"GEEL";"Antwerpen";2005
23793;"Ree";3690;"Bree";"Limburg";2007
23794;"Ree";2430;"Eindhout";"Antwerpen";2005
23795;"Ree";2390;"Malle";"Antwerpen";2002
23796;"Ree";3790;"Diepenbeek";"Voeren";2002
23797;"Ree";3950;"Bochelt";"Limburg";2003
23798;"Ree";2275;"LILLE";"Antwerpen";2018
23799;"Ree";3500;"Hasselt";"Limburg";2011
23800;"Wild zwijn";NA;NA;"Antwerpen";2017
23801;"Wild zwijn";3630;"MAASMECHELEN";"Limburg";2017
23802;"Ree";3920;"LOMMEL";"Limburg";2015
23803;"Ree";2400;"GEEL";"Antwerpen";2005
23804;"Ree";2310;"Rijkevorsel";"Antwerpen";2012
23805;"Ree";3670;"Ellekom";"Limburg";2007
23806;"Ree";2275;"GIERLE";"Antwerpen";2008
23807;"Ree";3550;"Beringen";"Limburg";2009
23808;"Ree";3550;"Beringen";"Limburg";2005
23809;"Ree";2230;"HERSELT";"Antwerpen";2016
23810;"Ree";2275;"LILLE";"Antwerpen";2015
23811;"Ree";2243;"Pulle";"Antwerpen";2006
23812;"Ree";2530;"Boechout";"Antwerpen";2010
23813;"Ree";3360;"Bierbeek";"Vlaams-Brabant";2004
23814;"Ree";3945;"HAM";"Limburg";2019
23815;"Ree";3650;"Bilzen";"Limburg";2007
23816;"Ree";3740;"Beeverst-Bilzen";"Limburg";2013
23817;"Ree";2360;"Kessel";"Antwerpen";2009
23818;"Ree";3582;"Beringen";"Limburg";2007
23819;"Ree";2382;"Poppel";"Antwerpen";2003
23820;"Ree";1745;"Opwijk";"Vlaams-Brabant";2013
23821;"Ree";2950;"Berlaar";"Antwerpen";2008
23822;"Ree";3900;"Lommel";"Limburg";2013
23823;"Ree";2240;"GEEL";"Antwerpen";2009
23824;"Ree";3990;"Opgrimbie";"Limburg";2012
23825;"Ree";3900;"Lommel";"Limburg";2013
23826;"Ree";3560;"Linkhout";"Limburg";2011
23827;"Ree";2480;"Dessel";"Antwerpen";2012
23828;"Ree";3530;"Achel";"Limburg";2012
23829;"Ree";2880;"BORNEM";"Antwerpen";2018
23830;"Ree";3940;"HECHTEL-EKSEL";"Limburg";2018
23831;"Ree";3271;"Averbode";"Vlaams-Brabant";2006
23832;"Ree";2400;"MOL";"Antwerpen";2016
23833;"Ree";3950;"Bochelt";"Limburg";2011
23834;"Ree";3680;"0poeteren";"Limburg";2011
23835;"Ree";3950;"Bochelt";"Limburg";2004
23836;"Wild zwijn";2370;"ARENDONK";"Antwerpen";2018
23837;"Ree";3945;"Ham";"Limburg";2012
23838;"Ree";1730;"ASSE";"Vlaams-Brabant";2017
23839;"Ree";3720;"Kortesem";"Limburg";2008
23840;"Ree";2328;"Heerle";"Antwerpen";2011
23841;"Ree";3945;"Ham";"Limburg";2013
23842;"Wild zwijn";3580;"BERINGEN";"Limburg";2017
23843;"Damhert";9990;"MALDEGEM";"Oost-Vlaanderen";2018
23844;"Ree";2980;"Hal";"Antwerpen";2008
23845;"Ree";3640;"Gellik";"Limburg";2007
23846;"Ree";3530;"Achel";"Limburg";2010
23847;"Ree";2800;"MECHELEN";"Antwerpen";2016
23848;"Ree";2370;"ARENDONK";"Antwerpen";2016
23849;"Ree";3740;"Beeverst-Bilzen";"Limburg";2010
23850;"Ree";3990;"Opgrimbie";"Limburg";2005
23851;"Ree";2880;"Bornem";"Antwerpen";2011
23852;"Ree";9290;"BERLARE";"Oost-Vlaanderen";2014
23853;"Ree";3670;"Ellekom";"Limburg";2009
23854;"Ree";3511;"Beringen";"Limburg";2003
23855;"Ree";3680;"0poeteren";"Limburg";2006
23856;"Ree";2382;"Poppel";"Antwerpen";2011
23857;"Ree";3960;"Bree";"Limburg";2013
23858;"Ree";2200;"HERENTALS";"Antwerpen";2016
23859;"Ree";3920;"Lommel";"Limburg";2010
23860;"Ree";3290;"Deurne";"Vlaams-Brabant";2010
23861;"Ree";2390;"Malle";"Antwerpen";2008
23862;"Damhert";9990;"MALDEGEM";"Oost-Vlaanderen";2014
23863;"Ree";2430;"Eindhout";"Antwerpen";2006
23864;"Ree";3945;"Ham";"Limburg";2007
23865;"Ree";3670;"Ellekom";"Limburg";2007
23866;"Ree";2370;"ARENDONK";"Antwerpen";2017
23867;"Ree";3830;"Hamont";"Limburg";2013
23868;"Wild zwijn";3990;"PEER";"Limburg";2018
23869;"Ree";NA;NA;"Oost-Vlaanderen";2018
23870;"Ree";3580;"BERINGEN";"Limburg";2015
23871;"Ree";2230;"Herselt";"Antwerpen";2004
23872;"Ree";3070;"KORTENBERG";"Vlaams-Brabant";2014
23873;"Ree";2322;"Hoogstraten";"Antwerpen";2002
23874;"Ree";3078;"";"Vlaams-Brabant";2007
23875;"Ree";2260;"Westerlo";"Antwerpen";2009
23876;"Ree";2450;"MEERHOUT";"Antwerpen";2016
23877;"Ree";3630;"Eisden";"Limburg";2013
23878;"Ree";3390;"Tielt-Winge";"Vlaams-Brabant";2008
23879;"Ree";3630;"Eisden";"Limburg";2011
23880;"Ree";2480;"Dessel";"Antwerpen";2012
23881;"Ree";3920;"Lommel";"Limburg";2004
23882;"Ree";3190;"Boortmeerbeek";"Vlaams-Brabant";2007
23883;"Ree";3580;"BERINGEN";"Limburg";2016
23884;"Ree";2330;"BORNEM";"Antwerpen";2009
23885;"Ree";3270;"SCHERPENHEUVEL-ZICHEM";"Vlaams-Brabant";2014
23886;"Ree";3350;"Linter";"Vlaams-Brabant";2006
23887;"Ree";2288;"Bouwel";"Antwerpen";2008
23888;"Ree";3720;"KORTESSEM";"Limburg";2017
23889;"Ree";3920;"LOMMEL";"Limburg";2017
23890;"Ree";3512;"Kuringen";"Limburg";2010
23891;"Ree";NA;NA;"Limburg";2014
23892;"Ree";2490;"BALEN";"Antwerpen";2017
23893;"Ree";3680;"MAASEIK";"Limburg";2015
23894;"Ree";2880;"Bornem";"Antwerpen";2009
23895;"Ree";3530;"Achel";"Limburg";2002
23896;"Ree";3910;"Bocholt";"Limburg";2009
23897;"Ree";NA;NA;"Limburg";2016
23898;"Ree";3690;"Bree";"Limburg";2013
23899;"Ree";3680;"0poeteren";"Limburg";2006
23900;"Ree";3800;"Binderveld";"Limburg";2012
23901;"Ree";2530;"Boechout";"Antwerpen";2005
23902;"Ree";3550;"Beringen";"Limburg";2009
23903;"Ree";3720;"Kortesem";"Limburg";2011
23904;"Ree";3640;"Gellik";"Limburg";2004
23905;"Ree";2970;"Schilde";"Antwerpen";2004
23906;"Ree";3940;"Bilzen";"Limburg";2007
23907;"Wild zwijn";3920;"LOMMEL";"Limburg";2018
23908;"Ree";2370;"Arendonk";"Antwerpen";2004
23909;"Ree";2960;"Brecht";"Antwerpen";2003
23910;"Ree";2880;"Bornem";"Antwerpen";2013
23911;"Ree";3960;"Bree";"Limburg";2007
23912;"Ree";3960;"Bree";"Limburg";2007
23913;"Ree";NA;NA;NA;2015
23914;"Ree";2242;"Massenhoven";"Antwerpen";2011
23915;"Wild zwijn";3630;NA;"Limburg";2012
23916;"Ree";3550;"Beringen";"Limburg";2006
23917;"Wild zwijn";3790;NA;"Voeren";2009
23918;"Ree";3690;"ZUTENDAAL";"Limburg";2017
23919;"Ree";3590;"DIEPENBEEK";"Limburg";2017
23920;"Ree";2880;"Bornem";"Antwerpen";2012
23921;"Ree";2450;"Meerhout";"Antwerpen";2007
23922;"Ree";3945;"HAM";"Limburg";2016
23923;"Ree";NA;NA;NA;2018
23924;"Ree";2880;"Bornem";"Antwerpen";2007
23925;"Ree";9450;"HAALTERT";"Oost-Vlaanderen";2018
23926;"Ree";3500;"Hasselt";"Limburg";2012
23927;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2016
23928;"Ree";3665;"As";"Limburg";2005
23929;"Ree";2290;"VORSELAAR";"Antwerpen";2017
23930;"Ree";2800;"MECHELEN";"Antwerpen";2018
23931;"Ree";3910;"NEERPELT";"Limburg";2018
23932;"Ree";3350;"LINTER";"Vlaams-Brabant";2014
23933;"Ree";2328;"Heerle";"Antwerpen";2002
23934;"Ree";3550;"Beringen";"Limburg";2010
23935;"Ree";2990;"LOENHOUT";"Antwerpen";2012
23936;"Ree";3680;"0poeteren";"Limburg";2008
23937;"Ree";3800;"Binderveld";"Limburg";2013
23938;"Ree";2310;"RIJKEVORSEL";"Antwerpen";2016
23939;"Ree";8750;"WINGENE";"West-Vlaanderen";2019
23940;"Ree";2230;"Herselt";"Antwerpen";2008
23941;"Ree";2290;"Herselt";"Antwerpen";2005
23942;"Ree";3790;"Diepenbeek";"Voeren";2006
23943;"Ree";3272;"Averbode";"Vlaams-Brabant";2003
23944;"Ree";3680;"0poeteren";"Limburg";2009
23945;"Ree";3560;"LUMMEN";"Limburg";2018
23946;"Ree";3380;"GLABBEEK";"Vlaams-Brabant";2016
23947;"Ree";3350;"LINTER";"Vlaams-Brabant";2018
23948;"Ree";2360;"OUD-TURNHOUT";"Antwerpen";2014
23949;"Ree";3530;"Achel";"Limburg";2009
23950;"Ree";2200;"Herentals";"Antwerpen";2013
23951;"Ree";2490;"BALEN";"Antwerpen";2016
23952;"Ree";3530;"Achel";"Limburg";2012
23953;"Ree";NA;NA;"Limburg";2014
23954;"Ree";2400;"GEEL";"Antwerpen";2005
23955;"Ree";2980;"ZOERSEL";"Antwerpen";2018
23956;"Ree";3730;"Hoeselt";"Limburg";2010
23957;"Ree";3790;"Diepenbeek";"Voeren";2013
23958;"Ree";3520;"Geetbets";"Limburg";2003
23959;"Ree";3550;"Beringen";"Limburg";2010
23960;"Ree";2290;"Herselt";"Antwerpen";2011
23961;"Ree";2480;"DESSEL";"Antwerpen";2018
23962;"Ree";3530;"Achel";"Limburg";2010
23963;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2017
23964;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
23965;"Ree";3740;"BILZEN";"Limburg";2017
23966;"Ree";3945;"Ham";"Limburg";2009
23967;"Ree";3350;"LINTER";"Vlaams-Brabant";2014
23968;"Ree";2970;"Schilde";"Antwerpen";2011
23969;"Ree";3401;"";"Vlaams-Brabant";2009
23970;"Ree";2360;"Kessel";"Antwerpen";2004
23971;"Ree";3640;"Gellik";"Limburg";2005
23972;"Ree";3800;"Binderveld";"Limburg";2006
23973;"Ree";2390;"Malle";"Antwerpen";2002
23974;"Ree";9500;"GERAARDSBERGEN";"Oost-Vlaanderen";2017
23975;"Ree";2500;"Koningshooikt";"Antwerpen";2007
23976;"Ree";3220;"Holsbeek";"Vlaams-Brabant";2012
23977;"Ree";3582;"Beringen";"Limburg";2009
23978;"Wild zwijn";3740;"BILZEN";"Limburg";2014
23979;"Ree";NA;NA;"Limburg";2014
23980;"Ree";2400;"GEEL";"Antwerpen";2010
23981;"Ree";2275;"GIERLE";"Antwerpen";2009
23982;"Ree";2480;"DESSEL";"Antwerpen";2016
23983;"Ree";3530;"HOUTHALEN-HELCHTEREN";"Limburg";2015
